State,City,Population
Pennsylvania,Bonneauville,1813
Pennsylvania,Boothwyn,4933
Pennsylvania,Boston,545
Pennsylvania,Boswell,1238
Pennsylvania,Bowers,326
Pennsylvania,Bowmanstown,892
Pennsylvania,Bowmansville,2077
Pennsylvania,Boyertown,4037
Pennsylvania,Brackenridge,3229
Pennsylvania,Braddock Hills,1870
Pennsylvania,Braddock,2140
Pennsylvania,Bradenville,545
Pennsylvania,Bradfordwoods,1174
Pennsylvania,Bradford,8552
Pennsylvania,Branchdale,388
Pennsylvania,Brave,201
Pennsylvania,Breinigsville,4138
Pennsylvania,Brentwood,9563
Pennsylvania,Bressler-Enhaut-Oberlin,2865
Pennsylvania,Bressler,1437
Pennsylvania,Briar Creek,688
Pennsylvania,Brickerville,1309
Pennsylvania,Bridgeport,4578
Pennsylvania,Bridgeville,5116
Pennsylvania,Bridgewater,697
Pennsylvania,Brisbin,400
Pennsylvania,Bristol,9595
Pennsylvania,Brittany Farms-Highlands,3695
Pennsylvania,Broad Top City,444
Pennsylvania,Brockway,2048
Pennsylvania,Brodheadsville,1800
Pennsylvania,Brookhaven,8073
Pennsylvania,Brookville,3884
Pennsylvania,Broomall,10789
Pennsylvania,Brownstown,716
Pennsylvania,Brownsville,2292
Pennsylvania,Browntown,1418
Pennsylvania,Bruin,509
Pennsylvania,Bryn Athyn,1396
Pennsylvania,Bryn Mawr,3779
Pennsylvania,Buckhorn,318
Pennsylvania,Buffington,292
Pennsylvania,Bulger,407
Pennsylvania,Burgettstown,1360
Pennsylvania,Burnham,2027
Pennsylvania,Burnside,231
Pennsylvania,Butler,13369
Pennsylvania,Byrnedale,427
Pennsylvania,Cairnbrook,520
Pennsylvania,California,6678
Pennsylvania,Callensburg,204
Pennsylvania,Callery,389
Pennsylvania,Caln,1519
Pennsylvania,Calumet-Norvelt,1652
Pennsylvania,Calumet,1241
Pennsylvania,Cambridge Springs,2528
Pennsylvania,Camp Hill,7892
Pennsylvania,Campbelltown,3616
Pennsylvania,Canadohta Lake,516
Pennsylvania,Canonsburg,8924
Pennsylvania,Canton,1941
Pennsylvania,Carbondale,8758
Pennsylvania,Carlisle,18916
Pennsylvania,Carmichaels,468
Pennsylvania,Carnegie,7912
Pennsylvania,Carnot-Moon,11372
Pennsylvania,Carroll Valley,3910
Pennsylvania,Carrolltown,826
Pennsylvania,Cashtown-McKnightstown,832
Pennsylvania,Cashtown,459
Pennsylvania,Castanea,1125
Pennsylvania,Castle Shannon,8273
Pennsylvania,Catasauqua,6512
Pennsylvania,Catawissa,1527
Pennsylvania,Cecil-Bishop,2476
Pennsylvania,Cementon,1538
Pennsylvania,Centerport,397
Pennsylvania,Centerville,3206
Pennsylvania,Central City,1084
Pennsylvania,Centre Hall,1238
Pennsylvania,Cetronia,2115
Pennsylvania,Chalfant,795
Pennsylvania,Chalfont,4077
Pennsylvania,Chambersburg,20602
Pennsylvania,Charleroi,4035
Pennsylvania,Chase,978
Pennsylvania,Cherry Tree,352
Pennsylvania,Cherryville,1580
Pennsylvania,Chester Heights,2622
Pennsylvania,Chester Hill,864
Pennsylvania,Chester Township,4628
Pennsylvania,Chesterbrook,4589
Pennsylvania,Chester,34133
Pennsylvania,Cheswick,1735
Pennsylvania,Chevy Chase Heights,1502
Pennsylvania,Chewton,488
Pennsylvania,Cheyney University,988
Pennsylvania,Chicora,1012
Pennsylvania,Chinchilla,2098
Pennsylvania,Christiana,1170
Pennsylvania,Church Hill,1627
Pennsylvania,Churchill,2992
Pennsylvania,Churchtown,470
Pennsylvania,Churchville,4128
Pennsylvania,Clairton,6720
Pennsylvania,Clarence,626
Pennsylvania,Clarendon,443
Pennsylvania,Clarion,4817
Pennsylvania,Clarks Green,1460
Pennsylvania,Clarks Summit,5063
Pennsylvania,Clarksville,230
Pennsylvania,Clark,633
Pennsylvania,Claysburg,1625
Pennsylvania,Claysville,814
Pennsylvania,Clay,1559
Pennsylvania,Clearfield,6064
Pennsylvania,Cleona,2121
Pennsylvania,Clifton Heights,6668
Pennsylvania,Clintonville,492
Pennsylvania,Clinton,434
Pennsylvania,Clymer,1318
Pennsylvania,Coaldale,2220
Pennsylvania,Coalport,508
Pennsylvania,Coatesville,13164
Pennsylvania,Coburn,236
Pennsylvania,Cochranton,1118
Pennsylvania,Cochranville,668
Pennsylvania,Cokeburg,621
Pennsylvania,Collegeville,5322
Pennsylvania,Collingdale,8797
Pennsylvania,Collinsburg,1125
Pennsylvania,Colonial Park,13229
Pennsylvania,Colony Park,1076
Pennsylvania,Columbia,10383
Pennsylvania,Columbus,824
Pennsylvania,Colver,959
Pennsylvania,Colwyn,2553
Pennsylvania,Commodore,331
Pennsylvania,Conashaugh Lakes,1294
Pennsylvania,Conestoga,1258
Pennsylvania,Confluence,755
Pennsylvania,Conneaut Lakeshore,2395
Pennsylvania,Conneaut Lake,641
Pennsylvania,Conneautville,756
Pennsylvania,Connellsville,7514
Pennsylvania,Connoquenessing,602
Pennsylvania,Conshohocken,7895
Pennsylvania,Conway,2155
Pennsylvania,Conyngham,1888
Pennsylvania,Coopersburg,2406
Pennsylvania,Cooperstown,441
Pennsylvania,Coplay,3222
Pennsylvania,Coral,325
Pennsylvania,Coraopolis,5624
Pennsylvania,Cornwall,4198
Pennsylvania,Cornwells Heights-Eddington,3530
Pennsylvania,Cornwells Heights,1391
Pennsylvania,Corry,6457
Pennsylvania,Corsica,353
Pennsylvania,Coudersport,2496
Pennsylvania,Courtdale,731
Pennsylvania,Crabtree,277
Pennsylvania,Crafton,5908
Pennsylvania,Cranesville,619
Pennsylvania,Creekside,301
Pennsylvania,Crenshaw,468
Pennsylvania,Cressona,1635
Pennsylvania,Cresson,1650
Pennsylvania,Cross Roads,513
Pennsylvania,Croydon,9950
Pennsylvania,Crucible,725
Pennsylvania,Cumbola,443
Pennsylvania,Curtisville,1064
Pennsylvania,Curwensville,2486
Pennsylvania,Daisytown,317
Pennsylvania,Dale,1187
Pennsylvania,Dallastown,4016
Pennsylvania,Dallas,2788
Pennsylvania,Dalmatia,488
Pennsylvania,Dalton,1234
Pennsylvania,Danville,4726
Pennsylvania,Darby Township,9673
Pennsylvania,Darby,10695
Pennsylvania,Darlington,252
Pennsylvania,Dauberville,848
Pennsylvania,Dauphin,785
Pennsylvania,Davidsville,1130
Pennsylvania,Dawson,359
Pennsylvania,Dayton,537
Pennsylvania,DeSales University,953
Pennsylvania,Deemston,714
Pennsylvania,Deer Lake,680
Pennsylvania,Defiance,239
Pennsylvania,Delano,342
Pennsylvania,Delaware Water Gap,717
Pennsylvania,Delmont,2651
Pennsylvania,Delta,724
Pennsylvania,Denver,3869
Pennsylvania,Derry,2613
Pennsylvania,Devon-Berwyn,5668
Pennsylvania,Devon,1515
Pennsylvania,Dewart,1471
Pennsylvania,Dickson City,6006
Pennsylvania,Dicksonville,467
Pennsylvania,Dillsburg,2569
Pennsylvania,Donaldson,328
Pennsylvania,Donora,4684
Pennsylvania,Dormont,8515
Pennsylvania,Dorneyville,4406
Pennsylvania,Douglassville,448
Pennsylvania,Dover,1991
Pennsylvania,Downingtown,7936
Pennsylvania,Doylestown,8307
Pennsylvania,Dravosburg,1774
Pennsylvania,Drexel Hill,28043
Pennsylvania,Dry Tavern,697
Pennsylvania,Dryville,398
Pennsylvania,DuBois,7632
Pennsylvania,Dublin,2148
Pennsylvania,Duboistown,1213
Pennsylvania,Dunbar,1019
Pennsylvania,Duncannon,1493
Pennsylvania,Duncansville,1210
Pennsylvania,Dunlevy,382
Pennsylvania,Dunlo,342
Pennsylvania,Dunmore,13791
Pennsylvania,Dunnstown,1360
Pennsylvania,Dupont,2704
Pennsylvania,Duquesne,5521
Pennsylvania,Duryea,4914
Pennsylvania,Dushore,595
Pennsylvania,Eagleview,1644
Pennsylvania,Eagleville,4800
Pennsylvania,Earlston,1122
Pennsylvania,East Bangor,1517
Pennsylvania,East Berlin,1524
Pennsylvania,East Berwick,2007
Pennsylvania,East Brady,927
Pennsylvania,East Butler,710
Pennsylvania,East Conemaugh,1172
Pennsylvania,East Earl,1144
Pennsylvania,East Freedom,972
Pennsylvania,East Greenville,2962
Pennsylvania,East Lansdowne,2668
Pennsylvania,East McKeesport,2120
Pennsylvania,East Norriton,13644
Pennsylvania,East Petersburg,4518
Pennsylvania,East Pittsburgh,1804
Pennsylvania,East Prospect,936
Pennsylvania,East Rochester,553
Pennsylvania,East Side,307
Pennsylvania,East Stroudsburg,9624
Pennsylvania,East Uniontown,2419
Pennsylvania,East Vandergrift,657
Pennsylvania,East Washington,1972
Pennsylvania,East York,8777
Pennsylvania,Eastlawn Gardens,3307
Pennsylvania,Easton,27052
Pennsylvania,Eastvale,223
Pennsylvania,Eau Claire,302
Pennsylvania,Ebensburg,3237
Pennsylvania,Economy,9294
Pennsylvania,Eddington,1906
Pennsylvania,Eddystone,2409
Pennsylvania,Edenborn,294
Pennsylvania,Edenburg,681
Pennsylvania,Edgewood,3087
Pennsylvania,Edgeworth,1674
Pennsylvania,Edinboro,6437
Pennsylvania,Edwardsville,4750
Pennsylvania,Effort,2269
Pennsylvania,Egypt,2391
Pennsylvania,Ehrenfeld,222
Pennsylvania,Eighty Four,657
Pennsylvania,Elco,320
Pennsylvania,Elderton,351
Pennsylvania,Eldred,813
Pennsylvania,Elgin,215
Pennsylvania,Elim,3727
Pennsylvania,Elizabethtown,11611
Pennsylvania,Elizabethville,1494
Pennsylvania,Elizabeth,1497
Pennsylvania,Elkland,1800
Pennsylvania,Ellport,1148
Pennsylvania,Ellsworth,1002
Pennsylvania,Ellwood City,7682
Pennsylvania,Elrama,307
Pennsylvania,Elverson,1307
Pennsylvania,Elysburg,2194
Pennsylvania,Emerald Lakes,2886
Pennsylvania,Emigsville,2672
Pennsylvania,Emlenton,605
Pennsylvania,Emmaus,11335
Pennsylvania,Emporium,1963
Pennsylvania,Emsworth,2432
Pennsylvania,Englewood,532
Pennsylvania,Enhaut,1007
Pennsylvania,Enlow,1013
Pennsylvania,Enola,6111
Pennsylvania,Enon Valley,300
Pennsylvania,Ephrata,13837
Pennsylvania,Erie,99452
Pennsylvania,Ernest,450
Pennsylvania,Espy,1642
Pennsylvania,Etna,3421
Pennsylvania,Evans City,1783
Pennsylvania,Evansburg,2129
Pennsylvania,Everett,1776
Pennsylvania,Everson,779
Pennsylvania,Exeter,5604
Pennsylvania,Export,890
Pennsylvania,Exton,4842
Pennsylvania,Factoryville,1214
Pennsylvania,Fairchance,1933
Pennsylvania,Fairdale,2059
Pennsylvania,Fairfield,506
Pennsylvania,Fairhope,1151
Pennsylvania,Fairless Hills,8466
Pennsylvania,Fairview-Ferndale,2139
Pennsylvania,Falls Creek,1024
Pennsylvania,Fallston,259
Pennsylvania,Falmouth,420
Pennsylvania,Farmersville,991
Pennsylvania,Farmington,767
Pennsylvania,Farrell,4829
Pennsylvania,Fawn Grove,455
Pennsylvania,Fawn Lake Forest,755
Pennsylvania,Faxon,1395
Pennsylvania,Fayette City,586
Pennsylvania,Fayetteville,3128
Pennsylvania,Feasterville-Trevose,6763
Pennsylvania,Feasterville,3074
Pennsylvania,Fellsburg,1180
Pennsylvania,Felton,507
Pennsylvania,Ferndale,1575
Pennsylvania,Fernville,556
Pennsylvania,Fernway,12414
Pennsylvania,Finleyville,450
Pennsylvania,Fivepointville,1156
Pennsylvania,Fleetwood,4078
Pennsylvania,Flemington,1341
Pennsylvania,Flourtown,4538
Pennsylvania,Flying Hills,2568
Pennsylvania,Folcroft,6636
Pennsylvania,Folsom,8323
Pennsylvania,Foot of Ten,672
Pennsylvania,Force,253
Pennsylvania,Ford City,2914
Pennsylvania,Ford Cliff,366
Pennsylvania,Forest City,1824
Pennsylvania,Forest Hills,6477
Pennsylvania,Forestville,435
Pennsylvania,Forrestville,422
Pennsylvania,Fort Loudon,886
Pennsylvania,Fort Washington,5446
Pennsylvania,Forty Fort,4144
Pennsylvania,Foster Brook,1251
Pennsylvania,Foundryville,256
Pennsylvania,Fountain Hill,4622
Pennsylvania,Fountain Springs,278
Pennsylvania,Fox Chapel,5401
Pennsylvania,Fox Chase,1622
Pennsylvania,Fox Run,3282
Pennsylvania,Frackville,3739
Pennsylvania,Franklin Park,14269
Pennsylvania,Franklintown,487
Pennsylvania,Franklin,6350
Pennsylvania,Fredericksburg,733
Pennsylvania,Fredericktown-Millsboro,1109
Pennsylvania,Fredericktown,403
Pennsylvania,Fredonia,487
Pennsylvania,Freeburg,574
Pennsylvania,Freedom,1537
Pennsylvania,Freeland,3472
Pennsylvania,Freemansburg,2624
Pennsylvania,Freeport,1766
Pennsylvania,Friedensburg,858
Pennsylvania,Friedens,1523
Pennsylvania,Frizzleburg,602
Pennsylvania,Frystown,380
Pennsylvania,Fullerton,14925
Pennsylvania,Galeton,1133
Pennsylvania,Gallitzin,1622
Pennsylvania,Gap,1931
Pennsylvania,Garden View,2503
Pennsylvania,Garrett,441
Pennsylvania,Gastonville,2818
Pennsylvania,Geistown,2390
Pennsylvania,Gettysburg,7633
Pennsylvania,Gibraltar,680
Pennsylvania,Gibsonia,2733
Pennsylvania,Gilberton,754
Pennsylvania,Gilbertsville,4832
Pennsylvania,Girardville,1490
Pennsylvania,Girard,3041
Pennsylvania,Glassport,4444
Pennsylvania,Glen Campbell,238
Pennsylvania,Glen Lyon,1873
Pennsylvania,Glen Osborne,541
Pennsylvania,Glen Rock,2019
Pennsylvania,Glenburn,953
Pennsylvania,Glendon,441
Pennsylvania,Glenfield,214
Pennsylvania,Glenolden,7174
Pennsylvania,Glenshaw,8981
Pennsylvania,Glenside,8384
Pennsylvania,Gold Key Lake,1830
Pennsylvania,Goldsboro,939
Pennsylvania,Goodville,482
Pennsylvania,Gordonville,508
Pennsylvania,Gordon,748
Pennsylvania,Gouglersville,548
Pennsylvania,Gouldsboro,890
Pennsylvania,Graceton,257
Pennsylvania,Grampian,343
Pennsylvania,Grantley,3628
Pennsylvania,Granville,440
Pennsylvania,Grapeville,538
Pennsylvania,Grassflat,511
Pennsylvania,Gratz,755
Pennsylvania,Grazierville,665
Pennsylvania,Great Bend,700
Pennsylvania,Green Lane,506
Pennsylvania,Green Tree,4991
Pennsylvania,Greencastle,4042
Pennsylvania,Greenfields,1170
Pennsylvania,Greenock,2195
Pennsylvania,Greens Landing,894
Pennsylvania,Greensboro,258
Pennsylvania,Greensburg,14571
Pennsylvania,Greenville,5870
Pennsylvania,Greenwood,2458
Pennsylvania,Grier City-Park Crest,935
Pennsylvania,Grier City,241
Pennsylvania,Grill,1468
Pennsylvania,Grindstone-Rowes Run,1106
Pennsylvania,Grindstone,498
Pennsylvania,Grove City,8215
Pennsylvania,Guilford,2138
Pennsylvania,Halfway House,2881
Pennsylvania,Halifax,833
Pennsylvania,Hallam,2664
Pennsylvania,Hallstead,1257
Pennsylvania,Hamburg,4338
Pennsylvania,Hampton Township,16704
Pennsylvania,Hampton,632
Pennsylvania,Hanover,15454
Pennsylvania,Harleigh,1104
Pennsylvania,Harleysville,9286
Pennsylvania,Harmonsburg,401
Pennsylvania,Harmony Township,3222
Pennsylvania,Harmony,868
Pennsylvania,Harrisburg,49082
Pennsylvania,Harrison Township,10421
Pennsylvania,Harrisville,885
Pennsylvania,Hartleton,285
Pennsylvania,Hartstown,201
Pennsylvania,Harveys Lake,2777
Pennsylvania,Harwick,899
Pennsylvania,Hasson Heights,1351
Pennsylvania,Hastings,1238
Pennsylvania,Hatboro,7426
Pennsylvania,Hatfield,3314
Pennsylvania,Haverford College,1331
Pennsylvania,Hawk Run,534
Pennsylvania,Hawley,1163
Pennsylvania,Hawthorn,479
Pennsylvania,Hazleton,24932
Pennsylvania,Hebron,1305
Pennsylvania,Heckscherville,220
Pennsylvania,Hegins,812
Pennsylvania,Heidelberg,1238
Pennsylvania,Heidlersburg,707
Pennsylvania,Heilwood,711
Pennsylvania,Hellertown,5858
Pennsylvania,Hemlock Farms,3271
Pennsylvania,Hendersonville,325
Pennsylvania,Hereford,930
Pennsylvania,Herminie,789
Pennsylvania,Hermitage,16118
Pennsylvania,Herndon,314
Pennsylvania,Hershey,14257
Pennsylvania,Hickory Hills,562
Pennsylvania,Hickory,740
Pennsylvania,Highland Park,1380
Pennsylvania,Highspire,2378
Pennsylvania,Hilldale,1246
Pennsylvania,Hiller,1155
Pennsylvania,Hokendauqua,3378
Pennsylvania,Holiday Pocono,476
Pennsylvania,Hollidaysburg,5779
Pennsylvania,Homeacre-Lyndora,6906
Pennsylvania,Homer City,1656
Pennsylvania,Homestead,3133
Pennsylvania,Hometown,1349
Pennsylvania,Honesdale,4269
Pennsylvania,Honey Brook,1761
Pennsylvania,Hooversville,625
Pennsylvania,Hop Bottom,316
Pennsylvania,Hopeland,738
Pennsylvania,Hopewell,247
Pennsylvania,Hopwood,2090
Pennsylvania,Horsham,14842
Pennsylvania,Hostetter,740
Pennsylvania,Houserville,1814
Pennsylvania,Houston,1273
Pennsylvania,Houtzdale,779
Pennsylvania,Howard,718
Pennsylvania,Hudson,1443
Pennsylvania,Hughestown,1391
Pennsylvania,Hughesville,2118
Pennsylvania,Hulmeville,999
Pennsylvania,Hummels Wharf,1353
Pennsylvania,Hummelstown,4554
Pennsylvania,Hunker,287
Pennsylvania,Hunterstown,547
Pennsylvania,Huntingdon,7037
Pennsylvania,Hyde Park,484
Pennsylvania,Hydetown,523
Pennsylvania,Hyde,1399
Pennsylvania,Hyndman,886
Pennsylvania,Imperial-Enlow,3349
Pennsylvania,Imperial,2541
Pennsylvania,Indian Lake,392
Pennsylvania,Indian Mountain Lake,4372
Pennsylvania,Indiana,14194
Pennsylvania,Industry,1800
Pennsylvania,Ingram,3300
Pennsylvania,Inkerman,1819
Pennsylvania,Intercourse,1274
Pennsylvania,Irvona,629
Pennsylvania,Irwin,3883
Pennsylvania,Ivyland,1051
Pennsylvania,Jackson Center,221
Pennsylvania,Jacksonville,637
Pennsylvania,Jacksonwald,3393
Pennsylvania,Jacobus,1843
Pennsylvania,James City,287
Pennsylvania,Jamestown,600
Pennsylvania,Jeannette,9400
Pennsylvania,Jefferson Hills,11232
Pennsylvania,Jefferson,737
Pennsylvania,Jenkintown,4445
Pennsylvania,Jennerstown,676
Pennsylvania,Jermyn,2147
Pennsylvania,Jerome,1017
Pennsylvania,Jersey Shore,4315
Pennsylvania,Jessup,4600
Pennsylvania,Jim Thorpe,4683
Pennsylvania,Joffre,536
Pennsylvania,Johnsonburg,2405
Pennsylvania,Johnstown,20184
Pennsylvania,Jonestown,1945
Pennsylvania,Juniata Terrace,543
Pennsylvania,Kane,3632
Pennsylvania,Kapp Heights,863
Pennsylvania,Karns City,210
Pennsylvania,Kelayres,533
Pennsylvania,Kenhorst,2864
Pennsylvania,Kenilworth,1907
Pennsylvania,Kenmar,4124
Pennsylvania,Kennedy Township,7152
Pennsylvania,Kennerdell,247
Pennsylvania,Kennett Square,6151
Pennsylvania,Kerrtown,305
Pennsylvania,Kersey,937
Pennsylvania,King of Prussia,19936
Pennsylvania,Kingston,12994
Pennsylvania,Kirkwood,396
Pennsylvania,Kistler,321
Pennsylvania,Kittanning,3933
Pennsylvania,Knoxville,630
Pennsylvania,Knox,1122
Pennsylvania,Koppel,747
Pennsylvania,Kratzerville,383
Pennsylvania,Kreamer,822
Pennsylvania,Kulpmont,2878
Pennsylvania,Kulpsville,8194
Pennsylvania,Kutztown University,2918
Pennsylvania,Kutztown,5013
Pennsylvania,Kylertown,340
Pennsylvania,Laceyville,371
Pennsylvania,Laflin,1472
Pennsylvania,Lake Arthur Estates,594
Pennsylvania,Lake City,2974
Pennsylvania,Lake Heritage,1333
Pennsylvania,Lake Latonka,1012
Pennsylvania,Lake Meade,2563
Pennsylvania,Lake Winola,748
Pennsylvania,Lake Wynonah,2640
Pennsylvania,Lakemont,1868
Pennsylvania,Lamar,562
Pennsylvania,Lampeter,1669
Pennsylvania,Lancaster,59302
Pennsylvania,Landisburg,218
Pennsylvania,Landisville,1893
Pennsylvania,Lanesboro,484
Pennsylvania,Langeloth,717
Pennsylvania,Langhorne Manor,1434
Pennsylvania,Langhorne,1603
Pennsylvania,Lansdale,16487
Pennsylvania,Lansdowne,10641
Pennsylvania,Lansford,3836
Pennsylvania,Laporte,308
Pennsylvania,Larksville,4430
Pennsylvania,Latrobe,8129
Pennsylvania,Lattimer,554
Pennsylvania,Laurel Run,508
Pennsylvania,Laureldale,3895
Pennsylvania,Laurelton,221
Pennsylvania,Laurys Station,1243
Pennsylvania,Lavelle-Locustdale,636
Pennsylvania,Lavelle,742
Pennsylvania,Lawnton,3813
Pennsylvania,Lawrence Park,3982
Pennsylvania,Lawrenceville,620
Pennsylvania,Lawrence,540
Pennsylvania,Lawson Heights,2194
Pennsylvania,Le Raysville,285
Pennsylvania,Leacock-Leola-Bareville,7214
Pennsylvania,Lebanon South,2270
Pennsylvania,Lebanon,25573
Pennsylvania,Leechburg,2095
Pennsylvania,Leesport,1910
Pennsylvania,Leetsdale,1206
Pennsylvania,Lehighton,5365
Pennsylvania,Leith-Hatfield,2546
Pennsylvania,Lemont Furnace,827
Pennsylvania,Lemont,2270
Pennsylvania,Lemoyne,4622
Pennsylvania,Lenape Heights,1167
Pennsylvania,Lenkerville,550
Pennsylvania,Level Green,4020
Pennsylvania,Levittown,52983
Pennsylvania,Lewis Run,600
Pennsylvania,Lewisberry,363
Pennsylvania,Lewisburg,5775
Pennsylvania,Lewistown,8297
Pennsylvania,Liberty,2532
Pennsylvania,Lightstreet,1093
Pennsylvania,Ligonier,1549
Pennsylvania,Lilly,938
Pennsylvania,Lima,2735
Pennsylvania,Lime Ridge,890
Pennsylvania,Lincoln Park,1615
Pennsylvania,Lincoln University,1726
Pennsylvania,Lincoln,1066
Pennsylvania,Linesville,1008
Pennsylvania,Linglestown,6334
Pennsylvania,Linntown,1489
Pennsylvania,Linwood,3281
Pennsylvania,Lionville-Marchwood,6189
Pennsylvania,Lititz,9397
Pennsylvania,Little Britain,372
Pennsylvania,Little Meadows,263
Pennsylvania,Littlestown,4448
Pennsylvania,Liverpool,957
Pennsylvania,Lock Haven,9862
Pennsylvania,Loganton,473
Pennsylvania,Loganville,1232
Pennsylvania,Long Branch,437
Pennsylvania,Longfellow,215
Pennsylvania,Lorain,731
Pennsylvania,Lorane,4236
Pennsylvania,Loretto,1308
Pennsylvania,Lower Allen,6694
Pennsylvania,Lower Burrell,11531
Pennsylvania,Loyalhanna,3428
Pennsylvania,Lucerne Mines,937
Pennsylvania,Luzerne,2839
Pennsylvania,Lykens,1761
Pennsylvania,Lynnwood-Pricedale,2031
Pennsylvania,Lyons,472
Pennsylvania,Macungie,3116
Pennsylvania,Madison,383
Pennsylvania,Mahaffey,356
Pennsylvania,Mahanoy City,4083
Pennsylvania,Maitland,357
Pennsylvania,Malvern,3434
Pennsylvania,Mammoth,525
Pennsylvania,Manchester,2753
Pennsylvania,Manheim,4869
Pennsylvania,Manns Choice,298
Pennsylvania,Manorville,400
Pennsylvania,Manor,3308
Pennsylvania,Mansfield,3519
Pennsylvania,Maple Glen,6742
Pennsylvania,Mapleton,429
Pennsylvania,Marcus Hook,2399
Pennsylvania,Marianna,482
Pennsylvania,Marianne,1167
Pennsylvania,Marienville,3137
Pennsylvania,Marietta,2604
Pennsylvania,Marion Center,430
Pennsylvania,Marion Heights,611
Pennsylvania,Marion,953
Pennsylvania,Marklesburg,203
Pennsylvania,Markleysburg,279
Pennsylvania,Marlin,661
Pennsylvania,Marshallton,1441
Pennsylvania,Mars,1663
Pennsylvania,Martins Creek,631
Pennsylvania,Martinsburg,1921
Pennsylvania,Marysville,2525
Pennsylvania,Masontown,3399
Pennsylvania,Masthope,685
Pennsylvania,Matamoras,2398
Pennsylvania,Mather,737
Pennsylvania,Mattawana,276
Pennsylvania,Mayfield,1778
Pennsylvania,Maytown,3824
Pennsylvania,McAdoo,2230
Pennsylvania,McAlisterville,971
Pennsylvania,McCandless Township,27661
Pennsylvania,McChesneytown-Loyalhanna,3354
Pennsylvania,McClure,942
Pennsylvania,McConnellsburg,1049
Pennsylvania,McConnellstown,1194
Pennsylvania,McDonald,2107
Pennsylvania,McElhattan,598
Pennsylvania,McEwensville,280
Pennsylvania,McGovern,2742
Pennsylvania,McKean,385
Pennsylvania,McKees Rocks,6046
Pennsylvania,McKeesport,19561
Pennsylvania,McKnightstown,226
Pennsylvania,McMurray,4647
Pennsylvania,McSherrystown,3048
Pennsylvania,McVeytown,335
Pennsylvania,Meadowlands,822
Pennsylvania,Meadowood,2693
Pennsylvania,Meadville,13238
Pennsylvania,Mechanicsburg,8969
Pennsylvania,Mechanicsville,3009
Pennsylvania,Media,5344
Pennsylvania,Mercersburg,1560
Pennsylvania,Mercer,1951
Pennsylvania,Meridian,3881
Pennsylvania,Mertztown,664
Pennsylvania,Meshoppen,565
Pennsylvania,Messiah College,2215
Pennsylvania,Mexico,472
Pennsylvania,Meyersdale,2107
Pennsylvania,Middleburg,1306
Pennsylvania,Middleport,397
Pennsylvania,Middletown,8870
Pennsylvania,Midland,2579
Pennsylvania,Midway,2125
Pennsylvania,Mifflinburg,3531
Pennsylvania,Mifflintown,931
Pennsylvania,Mifflinville,1253
Pennsylvania,Mifflin,632
Pennsylvania,Milesburg,1095
Pennsylvania,Milford Square,897
Pennsylvania,Milford,988
Pennsylvania,Mill Creek,326
Pennsylvania,Mill Hall,1622
Pennsylvania,Mill Village,396
Pennsylvania,Millbourne,1162
Pennsylvania,Millersburg,2534
Pennsylvania,Millerstown,670
Pennsylvania,Millersville,8482
Pennsylvania,Millerton,316
Pennsylvania,Millheim,886
Pennsylvania,Millsboro,666
Pennsylvania,Millvale,3710
Pennsylvania,Millville,957
Pennsylvania,Millwood,566
Pennsylvania,Milroy,1498
Pennsylvania,Milton,6982
Pennsylvania,Minersville,4269
Pennsylvania,Mingoville,503
Pennsylvania,Mocanaqua,646
Pennsylvania,Modena,530
Pennsylvania,Mohnton,3033
Pennsylvania,Mohrsville,383
Pennsylvania,Monaca,5676
Pennsylvania,Monessen,7529
Pennsylvania,Monongahela,4206
Pennsylvania,Monroeville,28285
Pennsylvania,Monroe,534
Pennsylvania,Mont Alto,1736
Pennsylvania,Montandon,903
Pennsylvania,Montgomeryville,12624
Pennsylvania,Montgomery,1571
Pennsylvania,Montoursville,4584
Pennsylvania,Montrose Manor,604
Pennsylvania,Montrose,1541
Pennsylvania,Moosic,5681
Pennsylvania,Morgantown,826
Pennsylvania,Morrisdale,754
Pennsylvania,Morrisville,8631
Pennsylvania,Morton,2690
Pennsylvania,Moscow,2003
Pennsylvania,Moshannon,281
Pennsylvania,Mount Aetna,354
Pennsylvania,Mount Carmel,5785
Pennsylvania,Mount Cobb,1799
Pennsylvania,Mount Gretna Heights,323
Pennsylvania,Mount Holly Springs,2033
Pennsylvania,Mount Jewett,902
Pennsylvania,Mount Joy,8008
Pennsylvania,Mount Lebanon,31469
Pennsylvania,Mount Morris,737
Pennsylvania,Mount Oliver,3373
Pennsylvania,Mount Penn,3164
Pennsylvania,Mount Pleasant Mills,464
Pennsylvania,Mount Pleasant,4391
Pennsylvania,Mount Pocono,3077
Pennsylvania,Mount Union,2405
Pennsylvania,Mount Wolf,1381
Pennsylvania,Mountain Top,10982
Pennsylvania,Mountainhome,1182
Pennsylvania,Mountville,2849
Pennsylvania,Muhlenberg Park,1420
Pennsylvania,Muir,451
Pennsylvania,Muncy,2454
Pennsylvania,Mundys Corner,1651
Pennsylvania,Munhall,11305
Pennsylvania,Municipality of Monroeville,27973
Pennsylvania,Municipality of Murrysville,18536
Pennsylvania,Murrysville,20162
Pennsylvania,Muse,2504
Pennsylvania,Myerstown,3122
Pennsylvania,Nanticoke,10301
Pennsylvania,Nanty-Glo,2629
Pennsylvania,Narberth,4295
Pennsylvania,Nazareth,5714
Pennsylvania,Nemacolin,937
