Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Average Net Price (Public)_1,Average Net Price (Private)_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3
73069,moore norman technology center,norman,OK,41.0,,,,0.579310344828,,,,,35156.0,32100.0,,,,,,,,,,,,,,,,,,,,,,,
93021,moorpark college,moorpark,CA,22.0,10891.0,,,0.088741721854,742.0,,9685.0,9500.0,42834.0,38500.0,,,,,,,,,,,,,,,,,,,,,,,
54936,moraine park technical college,fond du lac,WI,13.0,8700.0,,,0.392458100559,9935.0,,14095.0,8225.0,44860.0,33500.0,,,,,,,,,,,,,,,,,,,,,,,
60465,moraine valley community college,palos hills,IL,21.0,8564.0,,,0.177347843611,1771.0,,11921.0,9500.0,38803.0,33400.0,,,,,,,,,,,,,,,,,,,,,,,
18018,moravian university,bethlehem,PA,13.0,8029.0,1154.0,0.54,0.655357142857,,29843.0,64260.0,26793.0,56840.0,48900.0,,,,,,,,,,,,,,,,,,,,,,,
33012,more tech institute,hialeah,FL,21.0,,,,0.855421686747,,36256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40351,morehead state university,morehead,KY,33.0,7578.0,,0.8212,0.415485278081,10089.0,,22758.0,22250.0,40571.0,32600.0,,,,,,,,,,,,,,,,27.8,61.1,57.4,70.4,68.5,57.4,53.7,56.61
30314,morehouse college,atlanta,GA,11.0,8349.0,1050.0,0.5139,0.362676056338,,35949.0,47347.0,25000.0,48541.0,42300.0,367,GA,B,124200.0,2924,Urban,small,"Morehouse College is a private historically black men’s liberal arts college in Atlanta Georgia founded in 1867, two years after the end of the Civil War. The college offers 33 majors, with the most popular areas of study being business, biology and pre-engineering. Most Morehouse institutional scholarships are need-based. Recently, Morehouse made headlines when commencement speaker, billionaire Robert F. Smith, announced he would pay off every 2019 graduate’s student debt. Students can participate in 60 clubs and organizations, including the Morehouse College Glee Club, which performs across the world. The campus is home to more than 13,000 items produced by alum Martin Luther King Jr., including handwritten notes, speeches, manuscripts, and sermons. Morehouse alumni who join the ranks of Martin Luther King Jr. are director Spike Lee and Maynard Jackson, the first African American mayor of Atlanta. The school is also one of the top producers of Rhodes Scholars among historically black colleges.",morehouse-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,6666552.0,89.0,79.0,,,,,,,,
30310,morehouse school of medicine,atlanta,GA,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92551,moreno valley college,moreno valley,CA,21.0,14174.0,,,0.058168316832,1996.0,,12024.0,,36820.0,,,,,,,,,,,,,,,,,,,,,,,,
80701,morgan community college,fort  morgan,CO,41.0,7179.0,,,0.401785714286,7161.0,,15797.0,8501.0,39878.0,33800.0,,,,,,,,,,,,,,,,,,,,,,,
21251,morgan state university,baltimore,MD,11.0,11055.0,984.0,0.8296,0.385714285714,15015.0,,24778.0,27250.0,46142.0,35700.0,,,,,,,,,,,,,,,,,,,,,,,
26505,morgantown beauty college inc,morgantown,WV,13.0,,,,0.724637681159,,11040.0,,6365.0,24506.0,21000.0,,,,,,,,,,,,,,,,,,,,,,,
51106,morningside university,sioux city,IA,13.0,7288.0,910.0,0.7057,0.533957845433,,23169.0,50429.0,26028.0,50866.0,42400.0,,,,,,,,,,,,,,,,,,,,,,,
30314,morris brown college,atlanta,GA,11.0,3178.0,,,,,18898.0,26005.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29150,morris college,sumter,SC,13.0,4245.0,,,0.228758169935,,20375.0,29585.0,31400.0,30289.0,24100.0,,,,,,,,,,,,,,,,,,,,,,,
7834,morris county vocational school district,denville,NJ,21.0,,,1.0,,17744.0,,,,44788.0,,,,,,,,,,,,,,,,,,,,,,,,
61270,morrison institute of technology,morrison,IL,42.0,6234.0,,,0.772727272727,,24326.0,30350.0,12000.0,53930.0,44100.0,,,,,,,,,,,,,,,,,,,,,,,
60804,morton college,cicero,IL,21.0,8964.0,,,0.153658536585,6763.0,,12170.0,8000.0,39955.0,32600.0,,,,,,,,,,,,,,,,,,,,,,,
48084,motion picture institute,troy,MI,13.0,,,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37388,motlow state community college,tullahoma,TN,41.0,7204.0,,,0.27508361204,10421.0,,18272.0,,36784.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,
2771,motoring technical training institute,seekonk,MA,21.0,,,,0.823920265781,,17747.0,,9500.0,44800.0,29700.0,,,,,,,,,,,,,,,,,,,,,,,
2914,motoring technical training institute,east providence,RI,21.0,,,,0.823920265781,,19403.0,,9500.0,44800.0,29700.0,,,,,,,,,,,,,,,,,,,,,,,
48503,mott community college,flint,MI,13.0,8735.0,,,0.113935542442,6258.0,,12495.0,13000.0,30285.0,28100.0,,,,,,,,,,,,,,,,,,,,,,,
16630,mount aloysius college,cresson,PA,31.0,7299.0,1034.0,0.9041,0.496688741722,,20748.0,38533.0,24287.0,44762.0,39200.0,,,,,,,,,,,,,,,,,,,,,,,
97373,mount angel seminary,saint benedict,OR,41.0,8353.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43222,mount carmel college of nursing,columbus,OH,11.0,8440.0,1020.0,0.5739,0.689655172414,,12939.0,19807.0,22082.0,71810.0,56700.0,,,,,,,,,,,,,,,,,,,,,,,
43130,mount carmel college of nursing   fairfield,lancaster,OH,,,,,0.689655172414,,,,22082.0,71810.0,56700.0,,,,,,,,,,,,,,,,,,,,,,,
1075,mount holyoke college,south hadley,MA,21.0,11239.0,1422.0,0.3829,0.809968847352,,29562.0,77545.0,22902.0,55754.0,42000.0,244,MA,B,113600.0,2600,Suburban,small,"One of the Seven Sisters colleges, Mount Holyoke is a tight-knit private liberal arts women’s college in South Hadley, Mass. The college offers over 40 majors, the most popular being biology, economics, environmental studies and psychology. Approximately 40% of students major in STEM. As a member of the Five College Consortium, students can enroll in courses at any of the affiliated schools. Although MHC is a women's college, its commitment to inclusion welcomes applications from female, transgender and non-binary students. The community is a global one, with one in four students identifying as an international citizen and one in four domestic students being a person of color. The average financial aid package for first-year students amounts to more than $50,000. MHC also offers a number of merit scholarships, like the full-ride Trustee Scholarship and the Frances Perkins Scholarship for nontraditional-age students. Mount Holyoke has a wealth of traditions, like “Mountain Day”—in which students take a surprise day off in the fall to climb the nearby Mount Holyoke mountain. “Pangy Day,” is another event that celebrates spring and women and happens towards the end of the spring semester. World-renowned poet Emily Dickinson is one of many highly regarded women to attend the college.",mount-holyoke-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,19101844.0,83.0,80.0,74.2,59.1,69.7,87.9,83.3,63.6,93.6,75.91
57078,mount marty university,yankton,SD,33.0,7439.0,1120.0,0.4814,0.522875816993,,23295.0,45209.0,26396.0,48714.0,38700.0,,,,,,,,,,,,,,,,,,,,,,,
53222,mount mary university,milwaukee,WI,11.0,6605.0,1050.0,0.9335,0.518828451883,,18295.0,47328.0,25288.0,45954.0,40700.0,,,,,,,,,,,,,,,,,,,,,,,
52402,mount mercy university,cedar rapids,IA,12.0,6542.0,1120.0,0.7876,0.657894736842,,23435.0,52436.0,23699.0,54367.0,46100.0,,,,,,,,,,,,,,,,,,,,,,,
12550,mount saint mary college,newburgh,NY,13.0,9483.0,1160.0,0.8246,0.55016722408,,23736.0,51810.0,26007.0,64512.0,47900.0,,,,,,,,,,,,,,,,,,,,,,,
90049,mount saint marys university,los angeles,CA,11.0,9244.0,,0.6872,0.580684596577,,25009.0,64637.0,25949.0,67516.0,59400.0,,,,,,,,,,,,,,,,,,,,,,,
90007,mount saint marys university   doheny campus,los angeles,CA,,,,,0.580684596577,,,,25949.0,67516.0,59400.0,,,,,,,,,,,,,,,,,,,,,,,
10035,mount sinai phillips school of nursing,new york,NY,11.0,9444.0,,,0.767857142857,,,,19750.0,94236.0,78400.0,,,,,,,,,,,,,,,,,,,,,,,
45233,mount st joseph university,cincinnati,OH,21.0,8023.0,1068.0,0.5652,0.437810945274,,16135.0,43932.0,26827.0,47555.0,40600.0,,,,,,,,,,,,,,,,,,,,,,,
21727,mount st marys university,emmitsburg,MD,42.0,8100.0,1141.0,0.7186,0.602197802198,,24987.0,62078.0,25391.0,58069.0,51600.0,485,MD,C,116400.0,2806,Rural,small,"Mount St. Mary's University is a private, Catholic liberal arts university in Emmitsburg, Maryland. Students can choose from 80 different majors, and the university offers more than 25 programs for adult students. When they are not studying, students can enjoy the mountainous campus and participate in more than 70 clubs, societies and organizations.",mount-st-marys-university-md,Private not-for-profit,Master's Colleges & Universities: Medium Programs,13,19234251.0,100.0,100.0,,,,,,,,
43050,mount vernon nazarene university,mount vernon,OH,32.0,6451.0,1119.0,0.843,0.458585858586,,21812.0,48975.0,25000.0,46275.0,45000.0,,,,,,,,,,,,,,,,,,,,,,,
1440,mount wachusett community college,gardner,MA,22.0,7623.0,,,0.23257918552,8651.0,,14330.0,10252.0,38341.0,34400.0,,,,,,,,,,,,,,,,,,,,,,,
24219,mountain empire community college,big stone gap,VA,32.0,7207.0,,,0.275415896488,7226.0,,14516.0,,29658.0,25000.0,,,,,,,,,,,,,,,,,,,,,,,
24422,mountain gateway community college,clifton forge,VA,41.0,6548.0,,,0.261261261261,6307.0,,13076.0,9182.0,34362.0,28200.0,,,,,,,,,,,,,,,,,,,,,,,
25304,mountain state school of massage,charleston,WV,13.0,,,,,,26274.0,,,26784.0,,,,,,,,,,,,,,,,,,,,,,,,
84043,mountainland technical college,lehi,UT,13.0,,,,0.696132596685,,,,,36166.0,,,,,,,,,,,,,,,,,,,,,,,,
25701,mountwest community and technical college,huntington,WV,22.0,5823.0,,,0.253298153034,8043.0,,15977.0,7446.0,28752.0,30200.0,,,,,,,,,,,,,,,,,,,,,,,
38501,mr waynes school of unisex hair design,cookeville,TN,33.0,,,,,,16300.0,,,17846.0,,,,,,,,,,,,,,,,,,,,,,,,
60162,ms roberts academy of beauty culture,hillside,IL,21.0,,,,,,9152.0,,,19475.0,,,,,,,,,,,,,,,,,,,,,,,,
94518,mt diablo adult education mt diablo usd,concord,CA,21.0,,,,,12260.0,,,,36122.0,27000.0,,,,,,,,,,,,,,,,,,,,,,,
97030,mt hood community college,gresham,OR,21.0,10097.0,,,0.166575342466,6443.0,,14032.0,13667.0,37806.0,34300.0,,,,,,,,,,,,,,,,,,,,,,,
91789,mt san antonio college,walnut,CA,21.0,11553.0,,,0.102855051245,3107.0,,12077.0,5880.0,40699.0,36900.0,,,,,,,,,,,,,,,,,,,,,,,
92583,mt san jacinto community college district,san jacinto,CA,22.0,12842.0,,,0.066029003394,7098.0,,15091.0,,35018.0,30500.0,,,,,,,,,,,,,,,,,,,,,,,
95841,mti college,sacramento,CA,21.0,3948.0,,0.8193,0.730452674897,,20336.0,,8836.0,40114.0,32700.0,,,,,,,,,,,,,,,,,,,,,,,
18104,muhlenberg college,allentown,PA,12.0,9077.0,1327.0,0.6401,0.758883248731,,30314.0,73782.0,25455.0,64633.0,56100.0,361,PA,C+,120900.0,2214,Urban,small,"Muhlenberg College is a private liberal arts school affiliated with the Evangelical Lutheran Church in Allentown, PA. It’s particularly known for the strength of its teaching program. The college offers 38 majors, spanning from American Studies to Sustainability Studies—an examination of how to bring justice to ecological and environmental health. Muhlenberg’s School of Continuing Studies offers teaching certificates for nontraditional students. Muhlenberg participates in various academic partnership programs at other institutions. Dental students can take part in a program with the University of Pennsylvania School of Dental Medicine for a B.S. and a D.D.S. degree in 7 years. More than 96% of freshmen receive some form of financial aid. Before the pandemic, 56 percent of Muhlenberg students studied abroad.",muhlenberg-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,16939478.0,98.0,98.0,,,,,,,,
97220,multnomah university,portland,OR,11.0,5468.0,,0.4984,0.451388888889,,23866.0,41851.0,20250.0,43436.0,35000.0,,,,,,,,,,,,,,,,,,,,,,,
73460,murray state college,tishomingo,OK,43.0,4825.0,,,0.296703296703,15071.0,,22189.0,13387.0,37282.0,32300.0,,,,,,,,,,,,,,,,,,,,,,,
42071,murray state university,murray,KY,32.0,7536.0,1110.0,0.8617,0.509941520468,9121.0,,21475.0,20500.0,41104.0,38300.0,,,,,,,,,,,,,,,,44.4,70.8,54.2,83.3,69.4,52.8,70.8,63.67
90028,musicians institute,hollywood,CA,11.0,3155.0,,0.7129,,,37793.0,41795.0,,28071.0,30800.0,,,,,,,,,,,,,,,,,,,,,,,
49442,muskegon community college,muskegon,MI,13.0,11801.0,,,0.152719665272,5196.0,,11303.0,9125.0,34451.0,30200.0,,,,,,,,,,,,,,,,,,,,,,,
43762,muskingum university,new concord,OH,42.0,7538.0,1016.0,0.8166,0.435779816514,,20204.0,44615.0,25369.0,44603.0,38500.0,,,,,,,,,,,,,,,,,,,,,,,
95823,my les beauty college,sacramento,CA,21.0,,,,,,,,,16879.0,16600.0,,,,,,,,,,,,,,,,,,,,,,,
70056,my les beauty college,gretna,LA,21.0,,,,0.814814814815,,12990.0,,,19681.0,,,,,,,,,,,,,,,,,,,,,,,,
43219,mycomputercareer columbus,columbus,OH,11.0,4892.0,,,0.794594594595,,25617.0,,9500.0,47896.0,,,,,,,,,,,,,,,,,,,,,,,,
46241,mycomputercareer indianapolis,indianapolis,IN,11.0,2568.0,,,0.658163265306,,26584.0,,9500.0,51887.0,,,,,,,,,,,,,,,,,,,,,,,,
27606,mycomputercareer raleigh,raleigh,NC,11.0,4028.0,,,0.775836972344,,26317.0,,9500.0,59407.0,,,,,,,,,,,,,,,,,,,,,,,,
68510,myorapy institute,lincoln,NE,11.0,,,,,,32278.0,33766.0,,28122.0,27200.0,,,,,,,,,,,,,,,,,,,,,,,
84107,myorapy massage college,millcreek city,UT,21.0,,,,,,18198.0,,8233.0,26894.0,22300.0,,,,,,,,,,,,,,,,,,,,,,,
77090,mystros barber academy,houston,TX,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77489,mystros barber academy   missouri city,missouri city,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94558,napa valley college,napa,CA,13.0,11674.0,,,0.073509015257,14046.0,,21563.0,10147.0,43030.0,44200.0,,,,,,,,,,,,,,,,,,,,,,,
80302,naropa university,boulder,CO,12.0,5946.0,,0.94,0.455882352941,,28862.0,52900.0,24712.0,23791.0,26500.0,,,,,,,,,,,,,,,,,,,,,,,
28117,nascar technical institute,mooresville,NC,13.0,6313.0,,,0.664917069074,,24587.0,,13124.0,52777.0,43000.0,,,,,,,,,,,,,,,,,,,,,,,
27804,nash community college,rocky mount,NC,41.0,5686.0,,,0.167910447761,4477.0,,11198.0,11500.0,34656.0,27700.0,,,,,,,,,,,,,,,,,,,,,,,
53058,nashotah house,nashotah,WI,21.0,5347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,nashua community college,nashua,NH,13.0,7514.0,,,0.196261682243,15026.0,,18752.0,11000.0,40680.0,37500.0,,,,,,,,,,,,,,,,,,,,,,,
37210,nashville film institute,nashville,TN,11.0,,,,,,23818.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,
37209,nashville state community college,nashville,TN,11.0,6764.0,,,0.157822663471,6283.0,,13214.0,9595.0,35147.0,29900.0,,,,,,,,,,,,,,,,,,,,,,,
11530,nassau community college,garden city,NY,21.0,10757.0,,,0.266304347826,5736.0,,13907.0,10500.0,44016.0,38400.0,,,,,,,,,,,,,,,,,,,,,,,
83202,nathan layne institute of cosmetology,chubbuck,ID,23.0,,,,,,22214.0,,,16583.0,15700.0,,,,,,,,,,,,,,,,,,,,,,,
57701,national american university rapid city,rapid city,SD,13.0,,,,0.177637795276,,22086.0,29232.0,29020.0,31950.0,34900.0,,,,,,,,,,,,,,,,,,,,,,,
1742,national aviation academy of new england,concord,MA,21.0,,,,0.757281553398,,32825.0,,21198.0,56001.0,54500.0,,,,,,,,,,,,,,,,,,,,,,,
33760,national aviation academy of tampa bay,clearwater,FL,21.0,,,,0.647196261682,,28485.0,,22000.0,56372.0,50200.0,,,,,,,,,,,,,,,,,,,,,,,
44709,national beauty college,canton,OH,13.0,,,,0.5,,,,6333.0,23051.0,21700.0,,,,,,,,,,,,,,,,,,,,,,,
91402,national career college,panorama city,CA,11.0,6050.0,,,0.705202312139,,17772.0,,8645.0,38727.0,,,,,,,,,,,,,,,,,,,,,,,,
95610,national career education,citrus heights,CA,21.0,,,,0.78453038674,,24800.0,,7853.0,39106.0,33000.0,,,,,,,,,,,,,,,,,,,,,,,
7018,national career institute,east orange,NJ,21.0,,,,0.489489489489,,21409.0,,6756.0,21423.0,,,,,,,,,,,,,,,,,,,,,,,,
20007,national conservatory of dramatic arts,washington,DC,11.0,,,,,,,,,27194.0,,,,,,,,,,,,,,,,,,,,,,,,
94608,national holistic institute,emeryville,CA,21.0,,,,0.804635761589,,29199.0,,9500.0,26275.0,29700.0,,,,,,,,,,,,,,,,,,,,,,,
80204,national institute for medical assistant advancement,denver,CO,11.0,,,0.2071,,,10571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60609,national latino education institute,chicago,IL,11.0,,,,,,19661.0,,,35460.0,24100.0,,,,,,,,,,,,,,,,,,,,,,,
60603,national louis university,chicago,IL,11.0,6717.0,,0.9312,0.399146211313,,16157.0,25350.0,19750.0,44485.0,47100.0,,,,,,,,,,,,,,,,,,,,,,,
85014,national paralegal college,phoenix,AZ,11.0,,,,0.337398373984,,15524.0,19691.0,24853.0,37226.0,,,,,,,,,,,,,,,,,,,,,,,,
71913,national park college,hot springs,AR,23.0,5465.0,,,0.269727403156,11442.0,,17994.0,10500.0,29539.0,26600.0,,,,,,,,,,,,,,,,,,,,,,,
71913,national park college,hot springs,AR,23.0,5465.0,,,0.269727403156,11442.0,,17994.0,10500.0,29539.0,26600.0,,,,,,,,,,,,,,,,,,,,,,,
32817,national personal training institute,orlando,FL,21.0,,,,,,12583.0,,6333.0,,,,,,,,,,,,,,,,,,,,,,,,,
33634,national personal training institute tampa,tampa,FL,21.0,,,,,,13709.0,,6333.0,,,,,,,,,,,,,,,,,,,,,,,,,
90712,national polytechnic college,lakewood,CA,21.0,6905.0,,,0.827586206897,,31626.0,,16098.0,32493.0,20200.0,,,,,,,,,,,,,,,,,,,,,,,
92123,national university,san diego,CA,11.0,9109.0,,,0.446808510638,,31058.0,37116.0,25000.0,65775.0,55000.0,,,,,,,,,,,,,,,,64.6,65.6,72.9,79.2,70.8,68.8,70.8,70.39
60148,national university of health sciences,lombard,IL,21.0,5552.0,,,0.771929824561,,,,12500.0,49857.0,42600.0,,,,,,,,,,,,,,,,,,,,,,,
97201,national university of natural medicine,portland,OR,11.0,6848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70130,nationsuniversity,new orleans,LA,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77531,natural images beauty college,clute,TX,23.0,,,,,,20543.0,,7917.0,,,,,,,,,,,,,,,,,,,,,,,,,
87313,navajo technical university,crownpoint,NM,43.0,5846.0,,,,3307.0,,11945.0,,23736.0,20100.0,,,,,,,,,,,,,,,,,,,,,,,
93943,naval postgraduate school,monterey,CA,22.0,15690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75110,navarro college,corsicana,TX,32.0,6682.0,,,0.170401493931,14579.0,,17659.0,11000.0,34631.0,32500.0,,,,,,,,,,,,,,,,,,,,,,,
80920,nazarene bible college,colorado springs,CO,11.0,4729.0,,,0.191489361702,,,,34787.0,39239.0,34500.0,,,,,,,,,,,,,,,,,,,,,,,
64131,nazarene ological seminary,kansas city,MO,11.0,6238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14618,nazareth university,rochester,NY,21.0,8336.0,1256.0,0.795,0.697160883281,,30521.0,56140.0,26038.0,53205.0,44200.0,,,,,,,,,,,,,,,,,,,,,,,
69025,nebraska college of technical agriculture,curtis,NE,43.0,8752.0,,,0.55957562568,13843.0,,19088.0,21000.0,53022.0,45500.0,,,,,,,,,,,,,,,,,,,,,,,
68039,nebraska indian community college,macy,NE,42.0,4424.0,,,,22070.0,,29812.0,,23845.0,,,,,,,,,,,,,,,,,,,,,,,,
68114,nebraska methodist college of nursing&allied health,omaha,NE,11.0,6617.0,,0.8829,0.648936170213,,19474.0,30659.0,23417.0,63758.0,50800.0,,,,,,,,,,,,,,,,,,,,,,,
68504,nebraska wesleyan university,lincoln,NE,11.0,7128.0,1209.0,0.8375,0.532467532468,,23140.0,53350.0,26970.0,52815.0,46000.0,,,,,,,,,,,,,,,,38.1,57.1,50.0,76.2,73.8,42.9,64.3,57.49
79602,neecees barber college,abilene,TX,12.0,,,,0.451612903226,,18256.0,,10667.0,,,,,,,,,,,,,,,,,,,,,,,,,
10022,neighborhood playhouse school of  ater,new york city,NY,11.0,,,0.7059,,,33096.0,39556.0,,19272.0,,,,,,,,,,,,,,,,,,,,,,,,
64850,neosho beauty college,neosho,MO,32.0,,,,0.538461538462,,8114.0,,9500.0,,,,,,,,,,,,,,,,,,,,,,,,,
66720,neosho county community college,chanute,KS,33.0,5693.0,,,0.308788598575,10179.0,,16555.0,8500.0,37972.0,32400.0,,,,,,,,,,,,,,,,,,,,,,,
21208,ner israel rabbinical college,baltimore,MD,21.0,7528.0,,0.7941,,,5548.0,25650.0,,57560.0,,,,,,,,,,,,,,,,,,,,,,,,
60409,networks barber college,calumet city,IL,21.0,,,,0.541666666667,,17567.0,,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,
60628,networks barber college,chicago,IL,,,,,0.541666666667,,,,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,
19014,neumann university,aston,PA,21.0,7455.0,,0.764,0.493031358885,,28714.0,56670.0,27000.0,51317.0,42000.0,,,,,,,,,,,,,,,,,,,,,,,
84111,neumont college of computer science,salt lake city,UT,12.0,10736.0,1112.0,0.8924,,,28979.0,39004.0,,78926.0,72700.0,,,,,,,,,,,,,,,,,,,,,,,
89130,nevada career institute,las vegas,NV,11.0,4444.0,,,0.628726287263,,37850.0,,9500.0,39493.0,31100.0,,,,,,,,,,,,,,,,,,,,,,,
89002,nevada state university,henderson,NV,41.0,8702.0,,0.8615,0.311197916667,13208.0,,23035.0,19691.0,47968.0,54700.0,,,,,,,,,,,,,,,,,,,,,,,
10001,new age training,new york,NY,11.0,,,,0.579710144928,,23478.0,,7789.0,28501.0,,,,,,,,,,,,,,,,,,,,,,,,
35951,new beginning college of cosmetology,albertville,AL,32.0,,,,0.788461538462,,13055.0,,9500.0,17702.0,,,,,,,,,,,,,,,,,,,,,,,,
35951,new beginning college of cosmetology,albertville,AL,32.0,,,,0.788461538462,,13055.0,,9500.0,17702.0,,,,,,,,,,,,,,,,,,,,,,,,
71603,new beginnings beauty academy,pine bluff,AR,32.0,,,,0.4,,19101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8901,new brunswick ological seminary,new brunswick,NJ,13.0,7322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16101,new castle school of trades,new castle,PA,31.0,3581.0,,,0.757719714964,,6981.0,,9567.0,41697.0,35900.0,,,,,,,,,,,,,,,,,,,,,,,
16143,new castle school of trades,pulaski,PA,,,,,0.757719714964,,,,9567.0,41697.0,35900.0,,,,,,,,,,,,,,,,,,,,,,,
43920,new castle school of trades   east liverpool campus,east liverpool,OH,,,,,0.757719714964,,,,9567.0,41697.0,35900.0,,,,,,,,,,,,,,,,,,,,,,,
,new college of california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,50.0,37.5,60.4,50.0,56.3,47.9,47.63
34243,new college of florida,sarasota,FL,13.0,9439.0,1137.0,0.74,0.561728395062,4536.0,,20732.0,17375.0,42029.0,36900.0,344,FL,,109000.0,690,Urban,small,"A small public liberal arts college in Sarasota, FL, the New College of Florida is the Florida state university system’s designated honors college. New College’s 110-acre campus is located directly overlooking the Sarasota Bay, an hour south of Tampa. The school’s freshman dormitories were designed by famous modernist architect I.M. Pei. The campus makes the most of its proximity to aquatis: The school hosts a marine biology research center, and for adventurous students, the “Bull Sharks Dive Club” is a student-run scuba diving group.  The Pritzker Marine Biology Research Center houses 100 aquaria of many different marine ecosystems, including a 15,000-gallon research and display tank. New College boasts one of the highest graduation rates in the country, and alumni gather annually for an on-campus clambake fundraiser.",new-college-of-florida,Public,Baccalaureate Colleges: Arts & Sciences Focus,7,2256367.0,100.0,100.0,,,,,,,,
7103,new community career&technical institute,newark,NJ,11.0,,,,,,5716.0,,2808.0,42530.0,,,,,,,,,,,,,,,,,,,,,,,,
33144,new concept massage and beauty school,miami,FL,21.0,,,,0.692307692308,,13514.0,,6000.0,14430.0,,,,,,,,,,,,,,,,,,,,,,,,
64801,new dimensions school of hair design,joplin,MO,13.0,,,,,,8501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,new england college,henniker,NH,42.0,6875.0,,0.9574,0.265909090909,,30299.0,60896.0,26000.0,32390.0,36500.0,,,,,,,,,,,,,,,,,,,,,,,
2115,new england college of optometry,boston,MA,11.0,10955.0,,,,,,,,,90100.0,,,,,,,,,,,,,,,,,,,,,,,
2115,new england conservatory of music,boston,MA,11.0,7278.0,,0.4275,0.777777777778,,42556.0,77870.0,27000.0,29543.0,37700.0,,,,,,,,,,,,,,,,,,,,,,,
2148,new england hair academy,malden,MA,21.0,,,,0.63829787234,,19653.0,,,25466.0,20700.0,,,,,,,,,,,,,,,,,,,,,,,
2818,new england institute of technology,east greenwich,RI,21.0,7310.0,,0.7273,0.437162683115,,36906.0,48445.0,16668.0,54535.0,41200.0,,,,,,,,,,,,,,,,,,,,,,,
2116,new england law boston,boston,MA,11.0,11751.0,,,,,,,,,79700.0,,,,,,,,,,,,,,,,,,,,,,,
6071,new england tractor trailer training school of connecticut,somers,CT,41.0,,,,0.693534844668,,15448.0,,6333.0,45268.0,37800.0,,,,,,,,,,,,,,,,,,,,,,,
6608,new england tractor trailer training school of ct bridgeport,bridgeport,CT,12.0,,,,0.693534844668,,16151.0,,6333.0,45268.0,37800.0,,,,,,,,,,,,,,,,,,,,,,,
1845,new england tractor trailer training school of massachusetts,north andover,MA,21.0,,,,0.705349048051,,15735.0,,6333.0,52426.0,38800.0,,,,,,,,,,,,,,,,,,,,,,,
2860,new england tractor trailer training school of rhode island,pawtucket,RI,21.0,,,,0.705349048051,,15411.0,,6333.0,52426.0,38800.0,,,,,,,,,,,,,,,,,,,,,,,
3060,new hampshire institute for rapeutic arts,nashua,NH,13.0,,,,,,20682.0,,,,26100.0,,,,,,,,,,,,,,,,,,,,,,,
4040,new hampshire institute for rapeutic arts,harrison,ME,,,,,,,,,,,26100.0,,,,,,,,,,,,,,,,,,,,,,,
97405,new hope christian college eugene,eugene,OR,12.0,,,0.6563,,,20468.0,27333.0,27000.0,36698.0,27800.0,,,,,,,,,,,,,,,,,,,,,,,
7305,new jersey city university,jersey city,NJ,11.0,12217.0,,0.8918,0.434805747738,11732.0,,23668.0,18500.0,48714.0,41200.0,,,,,,,,,,,,,,,,,,,,,,,
