Zip Code,School Name,City,State,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Type
38671,concorde career college southaven,southaven,MS,21.0,3969.0,,1.0,0.705665930831,,22064.0,,9500.0,31594.0,21800.0,Private
90808,universal technical institute sourn california,long beach,CA,11.0,6565.0,,,0.664917069074,,24867.0,,13124.0,52777.0,43000.0,Private
98033,northwest university center for online and extended education,kirkland,WA,21.0,,,,0.461254612546,,26734.0,30923.0,20891.0,53555.0,41300.0,Private
71201,celebrity barber school,monroe,LA,13.0,,,,,,,,9500.0,15910.0,,
91803,california institute of advanced management,alhambra,CA,21.0,9274.0,,,,,,,,,,
70506,academy of interactive entertainment,lafayette,LA,12.0,4917.0,,0.8,0.725,,33319.0,36693.0,12000.0,,,Private
21401,temple annapolis a paul mitchell partner school,annapolis,MD,21.0,,,,0.607843137255,,30283.0,,9833.0,33591.0,,Private
11691,yeshiva zichron aryeh,far rockaway,NY,11.0,4997.0,,0.6,,,,,,,,
95928,butte county regional occupational program,chico,CA,12.0,,,,,4357.0,,,,,,Public
29673,arclabs,piedmont,SC,21.0,,,,0.507042253521,,24965.0,,9500.0,,,Private
29403,top of  line barber college,charleston,SC,12.0,,,,,,14486.0,,,,,Private
35228,midfield institute of cosmetology,midfield,AL,21.0,,,,,,10844.0,,,,,Private
8816,american institute of alternative medicine,east brunswick,NJ,21.0,,,,,,,,,,,
43231,felbry college,columbus,OH,11.0,5831.0,,0.6466,0.436781609195,,63922.0,66505.0,17000.0,,,Private
85350,regional center for border health,somerton,AZ,31.0,,,,,,,,,,,
40475,kentucky horseshoeing school,richmond,KY,32.0,,,,,,30111.0,,,,,Private
37075,image maker beauty institute,hendersonville,TN,21.0,,,,,,15296.0,,9833.0,,,Private
30720,dalton institute of estics and cosmetology,dalton,GA,13.0,,,,,,8607.0,,6222.0,,,Private
60443,caan academy of nursing,matteson,IL,21.0,,,,,,,,12766.0,,,
25404,martinsburg college,martinsburg,WV,22.0,3432.0,,1.0,,,11096.0,,,,,Private
91803,alhambra medical university,alhambra,CA,21.0,5000.0,,,,,,,,,,
11230,central yeshiva beth joseph,brooklyn,NY,11.0,5185.0,,,,,,,,,,
7306,garden state science and technology institute,jersey city,NJ,11.0,,,,0.666666666667,,24759.0,,9403.0,,,Private
29115,barber tech academy,orangeburg,SC,32.0,,,,0.516129032258,,20283.0,,,,,Private
91210,abraham lincoln university,glendale,CA,12.0,,,,,,24825.0,31720.0,,,,Private
33018,med college,hialeah,FL,21.0,4262.0,,,,,65555.0,69752.0,23447.0,,,Private
85281,sonoran desert institute,tempe,AZ,12.0,4606.0,,,0.483333333333,,19921.0,23864.0,9500.0,,,Private
77531,natural images beauty college,clute,TX,23.0,,,,,,20543.0,,7917.0,,,Private
46268,textures institute of cosmetology,indianapolis,IN,11.0,,,,,,18827.0,,,,,Private
70360,williams technical college,houma,LA,13.0,,,,,,15577.0,,6333.0,,,Private
33033,piberry institute,homestead,FL,21.0,,,,,,,,9500.0,,,
64127,ea la mars cosmetology&barber college,kansas city,MO,11.0,,,,,,29747.0,,11960.0,,,Private
42104,regina webb academy,bowling green,KY,13.0,,,,,,17412.0,,,,,Private
95356,dehart technical school,modesto,CA,21.0,,,,,,25450.0,,8950.0,,,Private
40475,medical career&technical college,richmond,KY,32.0,,,,0.756097560976,,22218.0,,6333.0,,,Private
33760,center for neurosomatic studies,clearwater,FL,13.0,,,,,,46680.0,,,,,Private
10001,focus personal training institute,new york,NY,11.0,,,,,,18870.0,,,,,Private
19713,hair academy school of barbering&beauty,newark,DE,21.0,,,,,,16893.0,,,,,Private
98502,fosbre academy of hair design,olympia,WA,13.0,,,,0.6,,20039.0,,13000.0,,,Private
32817,national personal training institute,orlando,FL,21.0,,,,,,12583.0,,6333.0,,,Private
78572,mission beauty institute,mission,TX,13.0,,,,,,3232.0,,,,,Private
14485,elim bible institute and college,lima,NY,42.0,3188.0,,1.0,,,9641.0,19182.0,10247.0,,,Private
8701,beth medrash of asbury park,lakewood,NJ,21.0,6830.0,,0.4231,,,8030.0,18810.0,,,,Private
33069,hope college of arts and sciences,pompano beach,FL,12.0,2971.0,,,,,13949.0,,17229.0,,,Private
8701,yeshiva gedolah shaarei shmuel,lakewood,NJ,13.0,5792.0,,0.53,,,8036.0,16075.0,,,,Private
19401,premier barber institute,norristown,PA,21.0,,,,,,19904.0,,13583.0,,,Private
99001,international beauty education center,airway heights,WA,21.0,,,,,,17500.0,,7746.0,,,Private
91711,claremont lincoln university,claremont,CA,21.0,8333.0,,,,,,,,,,
60471,phipps academy of barbering,richton park,IL,21.0,,,,,,11785.0,,9500.0,,,Private
95661,hoss lee academy,roseville,CA,21.0,,,,,,24417.0,,6333.0,,,Private
46290,indiana wellness college,carmel,IN,12.0,,,0.6029,,,,,7661.0,,,
46222,kennys academy of barbering,indianapolis,IN,11.0,,,,,,15665.0,,16500.0,,,Private
98119,seattle film institute,seattle,WA,11.0,5500.0,,,,,41429.0,47496.0,13000.0,,,Private
72916,arkansas colleges of health education,fort smith,AR,13.0,,,,,,,,,,,
88001,burrell college of osteopathic medicine,las cruces,NM,22.0,,,,,,,,,,,
91106,california college of music,pasadena,CA,12.0,,,0.4737,,,18922.0,25816.0,,,,Private
93612,california health sciences university,clovis,CA,21.0,13508.0,,,,,,,,,,
97110,christian culinary academy,cannon beach,OR,42.0,,,1.0,,,,,,,,
88011,glitz school of cosmetology,las cruces,NM,12.0,,,,,,8298.0,,7999.0,,,Private
46953,indiana wesleyan university national&global,marion,IN,41.0,7889.0,,,0.399826789838,,16767.0,22117.0,24250.0,59093.0,52800.0,Private
70130,nationsuniversity,new orleans,LA,11.0,,,,,,,,,,,
78145,norast lakeview college,universal city,TX,21.0,7598.0,,,,4582.0,,11087.0,,,,Public
20794,paul mitchell  school jessup,jessup,MD,21.0,,,,0.561224489796,,18969.0,,9500.0,29452.0,,Private
46601,john patrick university of health and applied sciences,south bend,IN,12.0,11778.0,,1.0,,,23304.0,25028.0,,,,Private
92069,university of saint karine,san marcos,CA,21.0,7228.0,,0.4625,,,33072.0,48604.0,21500.0,,,Private
95206,teachers college of san joaquin,stockton,CA,11.0,11106.0,,,,,,,,,,
48312,us truck driver training school,sterling heights,MI,21.0,,,,,,13223.0,,,,,Private
91101,university of  people,pasadena,CA,12.0,,,,,,,,,,,
33033,south dade technical college south dade skills center campus,homestead,FL,21.0,,,,,3288.0,,,,,,Public
89123,wongu university of oriental medicine,las vegas,NV,12.0,,,,,,,,,,,
36545,alabama school of nail technology&cosmetology,jackson,AL,43.0,,,,,,18819.0,,16500.0,,,Private
74145,tulsa technology center,tulsa,OK,11.0,,,,0.738498789346,8411.0,,,,37192.0,34800.0,Public
44035,ross medical education center elyria,elyria,OH,22.0,,,,0.784919653894,,20586.0,,9500.0,28146.0,23200.0,Private
47905,ross medical education center lafayette,lafayette,IN,13.0,,,,0.737766624843,,22329.0,,9500.0,32218.0,26700.0,Private
48640,ross medical education center midland,midland,MI,13.0,,,,0.688727272727,,21194.0,,9500.0,28831.0,23500.0,Private
77598,paul mitchell  school clear lake,webster,TX,21.0,,,,0.592592592593,,21928.0,,11336.0,28647.0,21300.0,Private
83687,paul mitchell  school nampa,nampa,ID,22.0,,,,0.666666666667,,19777.0,,10555.0,22411.0,19500.0,Private
53719,academy of beauty professionals,madison,WI,11.0,,,,,,,,6333.0,25527.0,16900.0,
54914,academy of beauty professionals,appleton,WI,22.0,,,,,,,,6333.0,25527.0,16900.0,
54303,academy of beauty professionals,green bay,WI,12.0,,,,,,,,6333.0,25527.0,16900.0,
29445,kenneth shuler school of cosmetology goose creek,goose creek,SC,21.0,,,,0.598337950139,,15092.0,,5858.0,23376.0,20400.0,Private
93730,clovis community college,fresno,CA,11.0,11369.0,,,,7118.0,,17820.0,,,,Public
33073,boca beauty academy parkland,parkland,FL,21.0,,,,0.751054852321,,16991.0,,6333.0,36188.0,,Private
84119,american beauty academy west valley campus,west valley city,UT,21.0,,,,,,12398.0,,10060.0,17207.0,,Private
78504,college of health care professions mcallen campus,mcallen,TX,12.0,4594.0,,,0.66308793456,,24842.0,,9500.0,32512.0,28800.0,Private
94704,institute of buddhist studies,berkeley,CA,12.0,9527.0,,,,,,,,,,
28273,chamberlain university north carolina,charlotte,NC,11.0,8876.0,,0.6667,0.492281690141,,21664.0,27697.0,20919.0,88361.0,72100.0,Private
95670,chamberlain university california,rancho cordova,CA,13.0,7988.0,,0.6,0.492281690141,,,,20919.0,88361.0,72100.0,
92509,spartan college of aeronautics and technology,riverside,CA,21.0,,,,0.714285714286,,32884.0,,20000.0,65476.0,46900.0,Private
47906,purdue university global,west lafayette,IN,13.0,6339.0,,,0.24462084813,12267.0,,17994.0,26078.0,35551.0,34600.0,Public
59725,pima medical institute dillon,dillon,MT,33.0,9088.0,,,0.8,,25676.0,,5500.0,32409.0,,Private
72401,arthurs beauty college,jonesboro,AR,13.0,,,,0.394366197183,,12905.0,,10500.0,19552.0,19300.0,Private
90004,west coast university center for graduate studies,los angeles,CA,11.0,10494.0,,,0.652895909275,,,,32946.0,98146.0,91300.0,
27101,carolina university,winston-salem,NC,11.0,5130.0,,0.34,0.439024390244,,18866.0,29965.0,20287.0,31373.0,31000.0,Private
33634,national personal training institute tampa,tampa,FL,21.0,,,,,,13709.0,,6333.0,,,Private
90670,presbyterian ological seminary in america,santa fe springs,CA,21.0,1107.0,,,,,,,,,,
33409,hci college,west palm beach,FL,21.0,2735.0,,,,,29461.0,33825.0,24149.0,,,Private
90247,america evangelical university,gardena,CA,13.0,1863.0,,,,,24088.0,26400.0,,,,Private
32351,gadsden technical college,quincy,FL,41.0,,,,,3866.0,,,,,,Public
22182,virginia university of integrative medicine,vienna,VA,21.0,5644.0,,,,,,,,,,
37210,nashville film institute,nashville,TN,11.0,,,,,,23818.0,,5500.0,,,Private
91406,los angeles academy of figurative art,van nuys,CA,11.0,1917.0,,,,,,,,,,
92614,westcliff university,irvine,CA,11.0,7527.0,,0.4513,,,26455.0,35995.0,23750.0,,,Private
32310,world class academy of beauty careers,tallahassee,FL,12.0,,,,,,,,9000.0,,,
37130,allied health careers institute,murfreesboro,TN,12.0,,,,,,12114.0,,,,,Private
95815,sacramento ultrasound institute,sacramento,CA,11.0,3222.0,,0.7709,,,34414.0,,17000.0,,,Private
91733,regan career institute,el monte,CA,21.0,3467.0,,,,,,,,,,
65613,bolivar technical college,bolivar,MO,32.0,4501.0,,0.8182,,,,,15000.0,,,
30040,mak beauty institute,cumming,GA,21.0,,,0.5833,,,6239.0,,,,,Private
30043,reformed university,lawrenceville,GA,21.0,,,0.7342,,,,,,,,
7606,mobile technical training,south hackensack,NJ,21.0,,,,,,13686.0,,,,,Private
19607,american barber and beauty academy,reading,PA,13.0,,,,,,,,11583.0,,,
37138,masters barber&styling college,old hickory,TN,21.0,,,,,,11352.0,,12500.0,,,Private
10952,yeshiva shaar ephraim,monsey,NY,21.0,4229.0,,,,,3755.0,20397.0,,,,Private
92108,california institute of arts&technology,san diego,CA,11.0,,,,,,34183.0,40465.0,22209.0,,,Private
98902,elite cosmetology barber&spa academy,yakima,WA,13.0,,,,,,17970.0,,6966.0,,,Private
7876,cutting edge academy,succasunna,NJ,21.0,,,,,,30484.0,,9500.0,,,Private
8701,yeshiva bais aharon,lakewood,NJ,13.0,1633.0,,0.75,,,,,,,,
10952,mechon lhoyroa,monsey,NY,21.0,1857.0,,,,,,,,,,
11204,elyon college,brooklyn,NY,11.0,1659.0,,,,,12833.0,24772.0,,,,Private
49007,western michigan university homer stryker md school of medicine,kalamazoo,MI,13.0,,,,,,,,,,,
3054,harmony health care institute,merrimack,NH,22.0,,,0.9286,,,42927.0,,12685.0,,,Private
33144,american beauty schools,miami,FL,21.0,,,,,,12603.0,,,,,Private
30047,hogan institute of cosmetology and estics,lilburn,GA,21.0,,,,,,30110.0,,10666.0,,,Private
70560,js barber college,new iberia,LA,31.0,,,,,,16344.0,,,,,Private
78759,ann webb skin institute,austin,TX,11.0,,,,,,20809.0,,,,,Private
44906,apex academy hair skin nails school of cosmetology,ontario,OH,23.0,,,,,,14679.0,,,,,Private
22182,estic institute,vienna,VA,21.0,,,,,,20717.0,,,,,Private
38104,massage institute of memphis,memphis,TN,11.0,,,,,,10795.0,,,,,Private
48221,metro detroit barber college,detroit,MI,11.0,,,,,,15909.0,,,,,Private
71103,digital media institute,shreveport,LA,12.0,12164.0,,0.3191,,,11872.0,,,,,Private
12553,yeshiva ohr naftoli,new windsor,NY,21.0,7682.0,,0.8065,,,11537.0,19280.0,,,,Private
8701,bais medrash mayan hatorah,lakewood,NJ,13.0,3623.0,,0.6667,,,11297.0,18400.0,,,,Private
75034,allgood beauty institute,frisco,TX,21.0,,,,,,25195.0,,,,,Private
70806,ray js college of hair,baton rouge,LA,12.0,,,,,,10061.0,,14896.0,,,Private
77833,manuel and resas school of hair design,brenham,TX,32.0,,,,0.488888888889,,16076.0,,7924.0,16563.0,,Private
45239,cincinnati school of barbering&hair design,cincinnati,OH,21.0,,,,,,11747.0,,,,,Private
89145,l makeup institute,las vegas,NV,11.0,,,,,,28320.0,,6746.0,,,Private
76011,peloton college,arlington,TX,11.0,,,,0.386666666667,,16976.0,,9500.0,32298.0,,Private
71601,norrn technical college,pine bluff,AR,32.0,,,,,,14605.0,,,,,Private
4856,maine media college,rockport,ME,33.0,,,,,,,,,,,
46323,purdue university northwest,hammond,IN,21.0,9675.0,1034.0,0.7063,0.328305235138,8463.0,,16287.0,21229.0,49368.0,37100.0,Public
49002,ross medical education center portage,portage,MI,13.0,,,,0.775063184499,,22788.0,,9500.0,27699.0,21700.0,Private
44718,ross college canton,canton,OH,21.0,4860.0,,,0.688727272727,,32097.0,,9500.0,28831.0,23500.0,Private
49525,ross college grand rapids north,grand rapids,MI,21.0,3182.0,,,0.750281214848,,21770.0,,9500.0,28503.0,22800.0,Private
8873,american institute somerset,somerset,NJ,21.0,,,,0.527289546716,,16629.0,,11979.0,28941.0,26100.0,Private
92806,platt college anaheim,anaheim,CA,11.0,5887.0,,,0.705596107056,,25680.0,31348.0,18685.0,41224.0,31500.0,Private
7724,advantage career institute,eatontown,NJ,21.0,,,,,,12869.0,,4856.0,,,Private
27701,bull city durham beauty and barber college,durham,NC,11.0,,,,0.454545454545,,11417.0,,12179.0,31929.0,,Private
33157,fortis college cutler bay,cutler bay,FL,21.0,6410.0,,,0.402050113895,,26089.0,33580.0,13000.0,33761.0,35800.0,Private
11219,yeshiva kollel tifereth elizer,brooklyn,NY,11.0,2738.0,,0.75,,,11588.0,24728.0,,,,Private
78374,strand institute of beauty&estics,portland,TX,21.0,,,,,,27218.0,,7917.0,,,Private
72076,arkansas welding academy,jacksonville,AR,21.0,,,,,,32263.0,,5500.0,,,Private
70816,unitech training academy baton rouge,baton rouge,LA,21.0,,,,0.598870056497,,22687.0,,8721.0,23411.0,19800.0,Private
33619,empire beauty school tampa,tampa,FL,21.0,,,,0.532075471698,,18774.0,,10667.0,23535.0,19400.0,Private
33809,empire beauty school lakeland,lakeland,FL,12.0,,,,0.512385919166,,18028.0,,10231.0,22517.0,20900.0,Private
41701,galen college of nursing arh,hazard,KY,33.0,5721.0,,,0.583057264553,,22209.0,34063.0,24166.0,60671.0,45000.0,Private
92101,chicago school san diego,san diego,CA,11.0,7774.0,,1.0,0.456349206349,,,,20000.0,55622.0,,
85338,commercial divers international,goodyear,AZ,21.0,,,,,,34714.0,,,,,Private
53548,tricoci university of beauty culture janesville,janesville,WI,13.0,,,,0.518518518519,,13832.0,,9333.0,28267.0,,Private
39401,unlimited cosmetology school,hattiesburg,MS,13.0,,,,,,18963.0,,,,,Private
97301,johnny matws hairdressing training school,salem,OR,12.0,,,,,,25124.0,,8297.0,,,Private
76116,culinary school of fort worth,fort worth,TX,11.0,,,0.6322,,,23861.0,,9500.0,,,Private
98531,centralia beauty college,centralia,WA,32.0,,,,,,8004.0,,,,,Private
53201,university of wisconsin milwaukee flex,milwaukee,WI,11.0,10492.0,,0.9231,0.445422166352,,,,23000.0,50789.0,43000.0,
53141,university of wisconsin parkside flex,kenosha,WI,41.0,12450.0,,,0.373937677054,,,,20492.0,47336.0,37200.0,
76010,miller motte college stvt arlington,arlington,TX,11.0,,,,0.464520048603,,24094.0,,15917.0,28099.0,29300.0,Private
11219,bnos zion of bobov seminary,brooklyn,NY,11.0,,,0.8788,,,7706.0,15743.0,,,,Private
90703,abc adult school,cerritos,CA,21.0,,,,,16096.0,,,,,,Public
19980,polytech adult education,woodside,DE,22.0,,,,,,,,,,,
93612,california institute of medical science,clovis,CA,21.0,,,,,,,,6670.0,,,
46074,union bible college,westfield,IN,21.0,1282.0,,0.8673,,,7187.0,15351.0,,,,Private
33062,pets playground grooming school,pompano beach,FL,12.0,,,,,,,,,,,
92410,san bernardino beauty college,san bernardino,CA,12.0,,,,,,21011.0,,,,,Private
47905,christina and company education center,lafayette,IN,13.0,,,,,,11682.0,,,,,Private
30303,institute of medical ultrasound,atlanta,GA,11.0,,,,,,53558.0,58558.0,20000.0,,,Private
77090,mystros barber academy,houston,TX,11.0,,,,,,,,,,,
19608,european medical school of massage,sinking spring,PA,21.0,,,,,,27824.0,,,,,Private
7060,yeshiva gedolah tiferes boruch,north plainfield,NJ,21.0,4047.0,,1.0,,,7240.0,15300.0,,,,Private
8701,yeshiva chemdas hatorah,lakewood,NJ,21.0,3794.0,,0.75,,,9827.0,19517.0,,,,Private
21215,womens institute of torah seminary and college,baltimore,MD,11.0,,,0.9615,,,11230.0,29600.0,,,,Private
8701,yeshiva gedolah keren hatorah,lakewood,NJ,13.0,3209.0,,0.95,,,6103.0,15350.0,,,,Private
92101,icohs college,san diego,CA,11.0,,,,,,58899.0,,6658.0,,,Private
18018,lehigh valley barber school,bethlehem,PA,13.0,,,,,,14398.0,,11979.0,,,Private
85226,international barber college,chandler,AZ,11.0,,,,,,17929.0,,,,,Private
35020,brown beauty barber school,bessemer,AL,21.0,,,,,,19971.0,,9833.0,,,Private
83440,rexburg college of massage rapy,rexburg,ID,32.0,,,,,,,,,,,
7735,yeshiva gedolah of cliffwood,keyport,NJ,21.0,6667.0,,0.8,,,,,,,,
38732,goshen school of cosmetology,cleveland,MS,33.0,,,,,,13439.0,,11000.0,,,Private
96732,ibs school of cosmetology and massage,kahului,HI,13.0,,,,,,7688.0,,,,,Private
33870,ur beauty&barber academy,sebring,FL,13.0,,,,,,12575.0,,13000.0,,,Private
94520,urban barber college,concord,CA,21.0,,,,,,24828.0,,12365.0,,,Private
7731,yeshivas emek hatorah,howell,NJ,41.0,6831.0,,1.0,,,6055.0,15550.0,,,,Private
11354,transitions career institute school of nursing,flushing,NY,11.0,,,,,,37725.0,,11366.0,,,Private
34604,wilton simpson technical college,brooksville,FL,22.0,,,,,12233.0,,,,,,Public
80134,stacey james institute,parker,CO,21.0,,,,,,16707.0,,6333.0,,,Private
94952,meridian university,petaluma,CA,13.0,7036.0,,,,,,,,,,
8701,seminary bnos chaim,lakewood,NJ,13.0,5301.0,,0.4342,,,14880.0,22008.0,,,,Private
87112,avenue academy a cosmetology institute,albuquerque,NM,11.0,,,,,,14819.0,,6333.0,,,Private
78232,salon professional academy of san antonio,san antonio,TX,11.0,,,,,,15641.0,,7917.0,,,Private
56671,red lake nation college,red lake,MN,43.0,6453.0,,,,8618.0,,13220.0,,,,Public
93654,princess institute of beauty,reedley,CA,32.0,,,,,,12151.0,,8095.0,,,Private
77082,vogue international academy,houston,TX,11.0,,,,,,19160.0,,,,,Private
95827,independent training&apprenticeship program,sacramento,CA,13.0,,,,,,22276.0,,,,,Private
90746,victory career college,carson,CA,13.0,,,,,,19436.0,,6333.0,,,Private
35244,winonahs international school of cosmetology,hoover,AL,21.0,,,,,,12675.0,,9500.0,,,Private
8701,yeshiva gedola tiferes yerachmiel,lakewood,NJ,13.0,5063.0,,0.4262,,,7820.0,14750.0,,,,Private
29045,souastern estics institute,elgin,SC,12.0,,,,,,16467.0,,6333.0,,,Private
32117,installer institute,holly hill,FL,21.0,,,,,,24928.0,,,,,Private
47130,caris college,jeffersonville,IN,21.0,5222.0,,,,,17866.0,,8708.0,,,Private
94581,contra costa medical career college,antioch,CA,21.0,5132.0,,,,,,,6333.0,,,
23803,anor level barbering and cosmetology school,petersburg,VA,21.0,,,,,,8773.0,,11833.0,,,Private
78626,salon professional academy georgetown,georgetown,TX,13.0,,,,,,16327.0,,,,,Private
43912,elite academy of hair design,bridgeport,OH,23.0,,,,,,13208.0,,6837.0,,,Private
60068,americare technical school,park ridge,IL,21.0,,,0.9333,,,44843.0,47827.0,,,,Private
71913,champion christian college,hot springs,AR,13.0,2333.0,,,,,15220.0,20376.0,,,,Private
60090,chicago professional center,prospect heights,IL,21.0,,,,,,,,,,,
48328,d&s school of cosmetology,waterford,MI,21.0,,,,,,10082.0,,,,,Private
48216,dsdt,detroit,MI,11.0,,,,,,25919.0,,6333.0,,,Private
74401,elite beauty college,muskogee,OK,32.0,,,,,,8202.0,,,,,Private
90034,reiss davis graduate school,los angeles,CA,11.0,6299.0,,,,,,,,,,
72204,goodfellas barber college,little rock,AR,12.0,,,,,,18027.0,,16500.0,,,Private
92025,escondido adult school,escondido,CA,21.0,,,,,,,,,,,
92064,poway adult school,poway,CA,21.0,,,,,,,,,,,
92081,vista adult school,vista,CA,21.0,,,,,,,,,,,
33484,salon professional academy delray beach,delray beach,FL,13.0,,,,0.771084337349,,28167.0,,7528.0,20169.0,17400.0,Private
28205,no grease barber school,charlotte,NC,11.0,,,,0.454545454545,,19563.0,,12179.0,31929.0,,Private
92078,pima medical institute san marcos,san marcos,CA,21.0,6789.0,,,0.692735703246,,29950.0,,9500.0,38155.0,29800.0,Private
75080,chicago school dallas,richardson,TX,12.0,7928.0,,,0.456349206349,,,,20000.0,55622.0,,
22182,american massage&bodywork institute,vienna,VA,21.0,,,,,,23031.0,,7389.0,,,Private
32218,kck beauty&barber academy,jacksonville,FL,11.0,,,,,,18914.0,,,,,Private
95210,california college of barbering and cosmetology,stockton,CA,11.0,,,,,,15580.0,,6333.0,,,Private
79905,texas tech university health sciences center el paso,el paso,TX,11.0,11927.0,,,,,,,12500.0,,,
78221,college of health care professions south san antonio,san antonio,TX,11.0,4205.0,,,0.66308793456,,26663.0,,9500.0,32512.0,28800.0,Private
8628,innovate salon academy,ewing,NJ,21.0,,,,0.891089108911,,30319.0,,6333.0,,,Private
70121,chamberlain university louisiana,jefferson,LA,21.0,8876.0,,0.9091,0.492281690141,,36972.0,41617.0,20919.0,88361.0,72100.0,Private
65802,drury university college of continuing professional studies,springfield,MO,12.0,6351.0,,,0.351981351981,,13375.0,19985.0,20979.0,39507.0,32600.0,Private
33125,global medical&technical training institute,miami,FL,11.0,,,,,,33927.0,,8709.0,,,Private
91790,salon success academy west covina,west covina,CA,21.0,,,,0.8,,16649.0,,7177.0,18978.0,23900.0,Private
46803,indiana institute of technology college of professional studies,fort wayne,IN,11.0,,,,0.099727705922,,19086.0,24563.0,26391.0,39554.0,44100.0,Private
91101,institute of culinary education,pasadena,CA,12.0,3046.0,,,0.838983050847,,,,6439.0,38805.0,,
7003,universal technical institute bloomfield,bloomfield,NJ,21.0,,,,0.658704306913,,26052.0,,14267.0,49933.0,45400.0,Private
38133,goulds academy,bartlett,TN,21.0,,,,,,17964.0,,7767.0,,,Private
87124,urban academy of beauty,rio rancho,NM,21.0,,,,0.663157894737,,,,10556.0,26834.0,,
65807,wellspring school of allied health springfield,springfield,MO,12.0,3854.0,,,0.783582089552,,14903.0,,7917.0,31708.0,30700.0,Private
95678,medical career college of norrn california,roseville,CA,12.0,,,,,,28047.0,31864.0,,,,Private
33901,premiere international college,fort myers,FL,13.0,3818.0,,,,,,,,,,
92101,san diego global knowledge university,san diego,CA,11.0,,,,,,,,,,,
43615,global tech college,toledo,OH,11.0,,,,,,8602.0,15497.0,,,,Private
24201,crown cutz academy bristol,bristol,VA,23.0,,,,,,11149.0,,,,,Private
78501,mci,mcallen,TX,12.0,,,,,,21615.0,,9500.0,,,Private
17045,central pennsylvania diesel institute,liverpool,PA,41.0,,,,,,20363.0,,,,,Private
33166,bellasa professional institute,miami springs,FL,21.0,,,,,,,,,,,
15222,pmca pittsburgh multicultural cosmetology academy,pittsburgh,PA,11.0,,,,,,15994.0,,,,,Private
19102,health and technology training institute,philadelphia,PA,11.0,,,,,,24653.0,,,,,Private
12435,yeshiva of ocean,greenfield park,NY,42.0,6500.0,,0.38,,,7784.0,14550.0,,,,Private
11219,congregation talmidei mesivta tiferes shmiel aleksander,brooklyn,NY,11.0,3679.0,,,,,8602.0,25625.0,,,,Private
92881,young americans college of  performing arts,corona,CA,12.0,7000.0,,1.0,,,32938.0,37205.0,,,,Private
8820,pro beauty academy,edison,NJ,21.0,,,,,,26278.0,,5500.0,,,Private
41240,south eastern beauty academy,paintsville,KY,33.0,,,,,,,,,,,
10952,ohel margulia seminary,monsey,NY,21.0,3088.0,,0.9195,,,8002.0,14900.0,,,,Private
79938,montana barber institute,el paso,TX,11.0,,,,,,19019.0,,,,,Private
11229,yeshivat hechal shemuel,brooklyn,NY,11.0,7083.0,,1.0,,,5800.0,18180.0,,,,Private
6615,american institute of healthcare&technology,stratford,CT,21.0,,,,,,29865.0,,7125.0,,,Private
74501,premier academy of cosmetology,mcalester,OK,33.0,,,,,,17891.0,,,,,Private
8701,yeshiva gedolah of woodlake village,lakewood,NJ,21.0,5059.0,,0.9545,,,6841.0,14650.0,,,,Private
8701,yeshiva gedola tiferes yaakov yitzchok,lakewood,NJ,21.0,3590.0,,0.5,,,10046.0,19900.0,,,,Private
77073,houston barber school,houston,TX,21.0,,,,,,14760.0,,10667.0,,,Private
38118,health tech institute of memphis,memphis,TN,11.0,,,,,,,,,,,
95823,mixed institute of cosmetology&barber,sacramento,CA,21.0,,,,,,21829.0,,9833.0,,,Private
29407,vski cosmetology school,charleston,SC,12.0,,,,,,10524.0,,,,,Private
11218,new york seminary,brooklyn,NY,11.0,,,0.6977,,,11077.0,18500.0,,,,Private
78217,deluxe barber college,san antonio,TX,11.0,,,,,,19529.0,,6500.0,,,Private
18017,falcon institute of health and science,bethlehem,PA,13.0,,,1.0,,,45181.0,50989.0,17083.0,,,Private
2905,college unbound,providence,RI,12.0,,,,,,19116.0,26634.0,12500.0,,,Private
66611,midwest barber college,topeka,KS,12.0,,,,,,18236.0,,,,,Private
87110,a better u beauty barber academy,albuquerque,NM,11.0,,,,,,18460.0,,,,,Private
20852,sans technology institute,north bethesda,MD,13.0,,,,,,,,,,,
80524,tuana european beauty academy,fort collins,CO,12.0,,,,,,16967.0,,,,,Private
83642,idaho college of osteopathic medicine,meridian,ID,21.0,,,,,,,,,,,
95973,cal norrn school of law,chico,CA,12.0,,,,,,,,,,,
30677,college of ans,watkinsville,GA,22.0,3336.0,,,,,,,,,,
76706,sourn careers institute waco,waco,TX,12.0,4088.0,,,0.615572519084,,22657.0,,8708.0,26123.0,22300.0,Private
27701,elevate salon institute,durham,NC,11.0,,,,0.75,,23554.0,,6333.0,29230.0,,Private
63103,ponce health sciences university st louis,st. louis,MO,11.0,4948.0,,,,,,,,,,
46320,lil lous beauty and barber college hammond,hammond,IN,21.0,,,,0.43137254902,,15799.0,,14302.0,13314.0,,Private
75243,arizona college of nursing dallas,dallas,TX,11.0,7471.0,,1.0,0.586859688196,,33228.0,39211.0,9500.0,33491.0,24500.0,Private
20002,salon professional academy washington dc,washington,DC,11.0,,,,0.675675675676,,22151.0,,6333.0,31775.0,,Private
