Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3,Average Net Price_1
92866,chapman university,orange,CA,12.0,13180.0,1353.0,0.5561,0.764705882353,81327.0,20500.0,67467.0,52800.0,200,CA,B,116400.0,10436,Urban,large,"Chapman is a private research university located in Orange, CA that enrolls about 10,000 students. About 20% of students are first generation and 40% of students identify as people of color. There are more than 60 bachelor’s programs. First-year students live in residence hall learning communities with other students in the same program. Business and visual and performing arts are popular fields of study for undergraduates. Off campus, more than 40% of students take part in study abroad programs. Campus traditions include the “Undie Run” during finals week, when students march through the Plaza wearing only their underwear. In the 2020-2021 school year, more than 80% of undergraduates received some form of financial aid. ",chapman-university,Private not-for-profit,Doctoral Universities: High Research Activity,12,48320853.0,89.0,87.0,51.9,55.6,51.9,70.4,68.5,44.4,59.3,57.43,47527.0
23606,christopher newport university,newport news,VA,12.0,10608.0,1207.0,0.8796,0.711805555556,32242.0,25000.0,57119.0,45300.0,366,VA,,103800.0,4771,Urban,medium,"Christopher Newport University in Newport News, VA, is a public university that encourages hands-on experiences and a comprehensive liberal arts education. Students can choose from over 40 undergraduate majors, with popular programs in business, biology and psychology. CNU prides itself on its robust core curriculum, which requires the study of literature, composition, economics, mathematics, a foreign language, science and American history. Undergraduate research is a cornerstone of the CNU experience. The university provides funding for the mentored learning projects and summer research programs. There are more than 200 student organizations on campus, including Greek life. The community is tight-knit, as students are required to live on campus for their first three years. The President’s Leadership Program enrolls approximately 400 freshmen annually and integrates academic study, experiential learning and personal development. Students in the program receive a minimum $500 scholarship and funding for study abroad.",christopher-newport-university,Public,Master's Colleges & Universities: Small Programs,13,5366856.0,77.0,66.0,41.7,60.0,56.7,73.3,70.0,46.7,68.3,59.53,22197.0
91711,claremont mckenna college,claremont,CA,21.0,16211.0,1514.0,0.1112,0.866141732283,82127.0,13500.0,105942.0,80600.0,19,CA,A+,167000.0,1433,Suburban,small,"Claremont McKenna College in Claremont, Calif. is considered one of the top liberal arts schools in the United States. Situated less than an hour from Los Angeles, Claremont McKenna offers 33 majors with accelerated, joint, or dual degree programs across its 13 academic departments. Top majors from the class of 2022 include economics, government, and international relations, with nearly half of the students receiving financial aid. While Claremont McKenna has one of the lowest acceptance rates for liberal arts schools, outcomes reveal that upon graduation, most students enter the workforce full-time within six months. Students benefit from small class sizes, due to the university’s 8:1 student-to-faculty ratio and average class sizes containing fewer than 20 students. Community and engagement can be fostered through one of the 50+ clubs and organizations the campus has to offer. Perhaps the most recognizable of the university’s alumni was the beloved actor and comedian, Robin Williams.",claremont-mckenna-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,8803524.0,53.0,49.0,76.2,85.7,73.8,78.6,71.4,69.0,52.4,72.44,27384.0
1610,clark university,worcester,MA,12.0,12160.0,1339.0,0.4167,0.767058823529,64426.0,26759.0,52065.0,44600.0,257,MA,B-,132600.0,3842,Urban,medium,"Known for its psychology program, Clark University is a small private liberal arts school in Worcester, MA. Sigmund Freud, the founder of psychoanalysis, delivered a series of lectures at Clark in 1909, the only lectures he ever gave in the United States. Psychology remains a central part of Clark’s identity, as it is the most popular major for undergraduates. Some 97% of freshmen live on campus. Many students migrate off campus after their first year, as 66% of undergraduates live on campus overall. All students are automatically considered for merit scholarships, which roughly 60% of the student body receive. Clark counts a pair of billionaire sports owners among its alumni: Philadelphia Eagles owner Jeffrey Lurie and Milwaukee Bucks owner Marc Lasry are both graduates.",clark-university,Private not-for-profit,Doctoral Universities: High Research Activity,9,14471662.0,97.0,96.0,62.1,61.4,63.6,45.5,74.2,54.5,56.1,59.63,27711.0
13699,clarkson university,potsdam,NY,33.0,10769.0,1307.0,0.7716,0.74930362117,76451.0,26000.0,78777.0,64600.0,243,NY,C-,157700.0,4371,Rural,medium,"Clarkson is a private university in Potsdam, New York, that enrolls more than 4,000 students and offers more than 90 programs. Popular areas of study include Construction Engineering Management, Psychology and Direct Entry Healthcare programs. Students at Clarkson take part in over 200 clubs. The university also has more than 10 competitive engineering teams where students develop bridges, cars and rockets. The university’s main campus spans more than 600 acres and offers opportunities to explore the outdoors, including through Clarkson’s Outing Club. Students might also choose to journey to Ottawa or Montreal over the weekend.",clarkson-university,Private not-for-profit,Doctoral Universities: High Research Activity,14,30551198.0,100.0,100.0,53.7,75.0,61.1,87.0,83.3,55.6,51.9,66.8,31955.0
29634,clemson university,clemson,SC,22.0,11744.0,1341.0,0.3805,0.722496473907,34494.0,21500.0,65822.0,53900.0,98,SC,,125200.0,30368,Suburban,large,"Clemson University is a Carnegie R1 public research institution in Clemson, South Carolina with more than 80 undergraduate majors and 130 graduate degree programs. Every Friday, Clemson students, faculty, staff and alumni wear Clemson orange and the First Friday Parade has commemorated the new football season before the first home game since 1974. The tradition of Running Down the Hill is when the football team dressed at Fike Field House and ran from there to the gate and down a grassy hill onto the field at the start of each game. Bowman Field separates campus from the town of Clemson and students gather here to relax, play games and celebrate special occasions. Clemson’s 17 Living-Learning Communities are where student living spaces collide with study halls and social networking opportunities. Through these communities, undergraduate students with similar interests, hobbies or backgrounds are assigned to the same residence hall. Clemson has over 500 registered student organizations and Tiger Prowl is the University’s largest student involvement fair where students can connect and explore extra-curricular opportunities. The Cooperative Education Program offers a structured academic engaged-learning experience to undergraduate students where each student is monitored by the program’s academic staff. Not only do students gain hands-on experience in their field of study but many students go on to work for their co-op employers after graduation. Notable alumni include singer-songwriter Lee Brice and actor Rob Huebel. ",clemson-university,Public,Doctoral Universities: Very High Research Activity,16,37851540.0,85.0,79.0,72.7,72.7,74.2,78.8,71.2,58.3,79.5,72.49,22112.0
44115,cleveland state university,cleveland,OH,11.0,10200.0,980.0,0.9548,0.495615361355,26310.0,21797.0,49061.0,42000.0,484,OH,,101000.0,18193,Urban,large,"With an 85-acre campus in the heart of downtown Cleveland, OH, Cleveland State University is a robust and rapidly changing public institution. In March the school unveiled the CSU 2.0 initiative, aiming to bring on 4,500 new students and 200 additional faculty members by 2025 and invest millions in research and new programs and partnerships. In addition to some 200 fields of study, CSU is allied with about 250 partners, including the Cleveland Clinic Foundation, NASA Glenn Research Center, for additional learning and work experiences. This fall this school is offering a 2-1 tuition program: First time freshmen who complete Fall 2021 with a 3.0 GPA or better will not need to pay tuition for Spring 2022. In 2018, CSU established the School of Film & Media Arts, the first standalone film school in Ohio. The school features multiple sound stages, studios and views of Lake Erie. There are more than 120,000 members of the CSU alumni network, of which 80% reside in the greater Cleveland area.",cleveland-state-university,Public,Doctoral Universities: High Research Activity,16,15786666.0,94.0,91.0,28.3,55.0,56.7,45.0,61.7,43.3,28.3,45.47,16065.0
13346,colgate university,hamilton,NY,42.0,12737.0,1480.0,0.1195,0.909407665505,83650.0,15000.0,74696.0,64100.0,45,NY,A-,173800.0,3238,Rural,medium,"Colgate University is a private liberal arts college in Hamilton, New York. With an average class size of about 16 students, Colgate offers over 50 majors. The residential campus guarantees every student campus housing for all four years and nearly all Colgate students live on campus. Colgate offers more than 200 student clubs and organizations that include opportunities for leadership, fraternities and sororities, arts, entertainment, culture and more. Colgate has 25 NCAA Division I athletic teams and invites students to cheer for the Raiders. The university's four-year career development plan helps prepare students for success after graduation by recommending rigorous academic programs, top-tier resources and introducing undergraduates to the alumni network. Notable Alumni include actor Kevin Heffernan, former United States Secretary of State Charles Evan Hughes, former United States Assistant Secretary of the Treasury for Public Affairs Monica Elizabeth Crowley, American commentator Gloria Borger and actor Bob Balaban. ",colgate-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,19946249.0,46.0,41.0,81.1,76.8,69.0,90.5,75.0,61.9,94.7,78.43,29107.0
1610,college of  holy cross,worcester,MA,12.0,11812.0,1354.0,0.211,0.930022573363,76510.0,27000.0,84240.0,65800.0,103,MA,B+,138100.0,3323,Urban,medium,"The oldest Catholic college in New England, the College of the Holy Cross offers a liberal arts education rooted in Jesuit values. Founded in 1843, the highly selective school has just over 3,200 full-time students. With around 60 academic programs offered at the College of the Holy Cross, some of the most popular majors have been economics, political science, and psychology. Holy Cross meets 100% of demonstrated financial need and awards a full tuition grant to students whose families earn an income of $75,000 or less. A residential college, 87% of students live on campus and all first-year students participate in “Montserrat,” a living-learning program that combines engagement, on-campus communities, and an introduction to liberal arts. Holy Cross hosts more than 100 student organizations that include academic, sports, and service-related activities. Mass is celebrated regularly and there are weekly interdenominational services. College traditions include midnight breakfast, Purple Pride Day, and a spring concert with past musical performances by rapper Drake, singer Jessie J, and rapper Lupe Fiasco. Holy Cross alumni include Dr. Anthony Fauci, former chief medical advisor to President Joe Biden and Supreme Court Justice Clarence Thomas.",college-of-the-holy-cross,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,19411370.0,72.0,60.0,74.2,81.8,77.3,78.8,84.8,69.7,87.9,79.21,36868.0
29424,college of charleston,charleston,SC,12.0,10065.0,1238.0,0.72,0.607216494845,30731.0,23250.0,50232.0,43100.0,294,SC,,102700.0,12549,Urban,large,"College of Charleston is a public institution in the heart of South Carolina’s oldest city. Deeply committed to the liberal arts and sciences, the atmosphere is civically and globally-minded. The college offers 64 majors, 82 minors and 25 interdisciplinary minors, such as data science and environmental and sustainability studies. Many students study business, political science or biology. The college’s career center is known for its partnerships with large companies. About 67% of the class of 2019 students completed at least one internship, and 81% were employed within one year by the time they graduated. There are more than 240 clubs on campus for students to join, as well as 28 Greek life chapters.  In the Honors College, students take interdisciplinary courses, engage in local community organizations, meet faculty in the college, and participate in research or internship opportunities. ",college-of-charleston,Public,Master's Colleges & Universities: Medium Programs,16,23356912.0,100.0,100.0,47.0,68.2,61.7,58.3,73.3,61.7,83.3,64.79,19518.0
8628,college of new jersey,ewing,NJ,21.0,11750.0,1247.0,0.6214,0.833060556465,37070.0,23250.0,68792.0,57000.0,123,NJ,,122400.0,8566,Suburban,medium,"The College of New Jersey is a public school in suburban Ewing, N.J., just five miles from the state’s capital city of Trenton. Home to about 7,000 undergraduate students, the college offers more than 50 majors and several dual-degree programs to choose from. Popular programs include business, education and health professions. Class sizes average 21 students, indicating a tight-knit academic community. All entering first-year students participate in seminar-style classes outside their intended area of study. Undergraduate students often participate in research and faculty-mentored projects during the year and over the summer. TCNJ students enjoy more than 200 student organizations that include a robust Greek life to deepen the student experience. Nearly all freshmen live on campus and choose from 14 residence halls. The Lions are considered one of the best NCAA Division III programs in the country and are members of the New Jersey Athletic Conference.",the-college-of-new-jersey,Public,Master's Colleges & Universities: Larger Programs,13,10146629.0,81.0,58.0,51.3,60.4,62.8,82.1,71.8,53.8,67.9,64.3,25458.0
44691,college of wooster,wooster,OH,32.0,8618.0,1370.0,0.5432,0.740181268882,73075.0,26500.0,52139.0,45700.0,417,OH,B-,120700.0,1997,Rural,small,"Known for its commitment to research and its historic Scottish ties, the College of Wooster is a small private liberal arts school in Wooster, OH. All Wooster undergraduates participate in research, matching one-on-one with a faculty member for an Independent Study capstone project in their senior year. Wooster’s 21 Division III varsity sports teams compete as the Fighting Scots, an allusion to the school’s roots in the Presbyterian Church. The school’s Scottish affinity goes further than athletics: the Wooster Scottish Arts Society fields a Pipe Band and Highland Dancers, and offers “Scottish Arts” scholarships on an audition basis. Some 97% of Wooster graduates report gaining admission to their top-choice graduate school.",the-college-of-wooster,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,24288623.0,98.0,98.0,55.0,65.0,63.3,71.7,85.0,63.3,75.0,68.33,25766.0
80903,colorado college,colorado springs,CO,11.0,12307.0,1445.0,0.2003,0.777777777778,83228.0,18257.0,52826.0,47400.0,111,CO,B+,121800.0,2472,Urban,small,"Colorado College is a private liberal arts college located in Colorado Springs, Colorado and expands through the Rocky Mountain West. The school uses a block plan where students must take one class at a time for 3 and a half weeks to allow for deep exploration, and time for clubs, internships, work, athletics, community service, and adjuncts. Block breaks are four days where students can relax and step off campus to hike, or explore sand dunes, forests, and canyons. The community consists of about 2,000 students who can apply for a Venture Grant to travel to India and research the impacts of tourism, join the Outdoor Recreation Committee and lead a canyoneering trip in Utah, study the stars, swing into ballroom dance and more. Notable alumni include former Second Lady of the United States Lynne Cheney, United States Ambassador to Mexico Ken Salazar, and American economist James Heckman. ",colorado-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,15325165.0,57.0,54.0,54.8,75.0,61.9,81.0,76.2,66.7,73.8,69.91,31678.0
80401,colorado school of mines,golden,CO,21.0,13650.0,1403.0,0.5971,0.7734375,38556.0,23000.0,90777.0,80700.0,231,CO,,165700.0,7789,Suburban,medium,"The Colorado School of Mines is a public research university located 15 miles west of Denver in the city of Golden, Colo. Founded in the aftermath of Colorado’s Gold Rush, Mines is preparing to celebrate its sesquicentennial in 2024, marking 150 years of existence. Home to more than 6,500 students, Mines’ STEM-focused curriculum only offers majors in engineering, mathematics, and sciences. Staying true to its mining roots, the university also offers programs in Mining Engineering and Space Mining. Driven by research and innovation, Mines is recognized as an R1 highly research-active university by the Carnegie Classification. Mines’ student life hosts more than 200 student organizations, and students can participate in other Oredigger activities through intercollegiate or intramural sports teams. Oredigger sports teams play in the Rocky Mountain Athletic Conference, competing at the Division II level. Unlike standard diplomas, tradition has it that Mines graduates receive a silver-plated metal diploma with the wording engraved directly onto the metal surface.",colorado-school-of-mines,Public,Doctoral Universities: Very High Research Activity,17,14488657.0,98.0,97.0,73.8,60.7,50.0,78.6,52.4,50.0,52.4,59.7,29240.0
10027,columbia university in  city of new york,new york,NY,11.0,21217.0,1547.0,0.0423,0.782258064516,86042.0,21500.0,98435.0,95500.0,6,NY,A+,156000.0,37368,Urban,large,"Columbia University in the City of New York is located in the Upper Manhattan community, where students benefit from the city’s immersive culture and vast resources. Colombia is considered the most diverse school in the Ivy League and promotes diversity and inclusion by gaining a strong demographic of international students, faculty, and staff. Just as unique as its sprawling community is Columbia’s academic programs which comprise three undergraduate schools and thirteen graduate and professional schools, with engineering, political science, and economics as its most popular majors. Columbia’s Department of Economics is ranked as one of the top institutions for economics research in the world. The university is also home to a globally recognized medical center, affiliated colleges and seminaries, and more than 100 research centers and institutes. Columbia is no stranger to inclusivity, as students gather for a number of events, including Latinx Heritage Month, Holi celebration, and Powwow, which celebrates indigenous communities. Other rites of passage include first-year students running through Columbia University’s gates and the ever-so-popular “Bad Poetry Contest” hosted by Columbia’s Philolexian Society.",columbia-university-in-the-city-of-new-york,Private not-for-profit,Doctoral Universities: Very High Research Activity,6,50313904.0,57.0,52.0,95.7,83.7,77.2,68.5,59.3,50.6,74.1,72.73,20148.0
6320,connecticut college,new london,CT,13.0,9825.0,1412.0,0.3828,0.813186813187,82219.0,23500.0,71333.0,53200.0,161,CT,B-,125200.0,1891,Urban,small,"Connecticut College is a private liberal arts institution in the historic seaport city of New London, Conn. that encourages interdisciplinary learning and discovery. Situated along the banks of the Thames River, the campus is home to around 1,700 undergraduate students. Conn offers more than 50 academic programs, with popular studies including psychology, economics and political science. One of the most notable aspects of the school lies in its Connections program, a set of themed courses and experiences that culminates in the fall of senior year with an all-college symposium. Small class sizes allow for specialized learning, thanks to the college’s 9:1 student-to-faculty ratio. More than half of students study abroad and are guaranteed ​$3,000 in funding for every qualifying internship. About 98% of students live in residence halls, where first-year seminars often take place. With more than 80 student organizations, there’s something for everyone at Conn. Students can join special clubs like the ConnArtists, a popular a cappella group. New students sign an honor code upon joining the Conn community. As with campus traditions, students often celebrate the college through parties and events like Harvestfest and “Festivus,” derived from the popular series “Seinfeld.” The late comedian Joan Rivers is one of several notable alumni to come from the college.",connecticut-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,17668327.0,99.0,99.0,42.9,39.3,57.1,66.7,52.4,59.5,61.9,54.26,33998.0
14853,cornell university,ithaca,NY,13.0,17253.0,1520.0,0.0816,0.922948073702,83196.0,14000.0,97098.0,86300.0,10,NY,A+,155400.0,26304,Urban,large,"Cornell University is a private, Ivy League university located in Ithaca, New York. With more than 15,000 undergraduate students and 2,000 faculty members, the institution strives to provide research and public engagement opportunities. Building on its innovative history and recognition, the curriculum encourages purposeful discovery through learning. With more than 1,000 student organizations, intramural and club sports teams and more, students will have memorable experiences and forge relationships outside the classroom. The Herbert F. Johnson Museum of Art, located on Cornell campus, offers free admission to all students and hosts hundreds of Cornell class sessions from more than 50 departments and programs every school year. Noteworthy alumni include Ruther Bader Ginsburg, Bill Nye the Science Guy, Toni Morrison and Christopher Reeve. ",cornell-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,9,103071054.0,59.0,51.0,93.5,82.2,89.5,81.6,59.0,54.2,91.5,78.79,32337.0
68178,creighton university,omaha,NE,11.0,10427.0,1296.0,0.7231,0.742346938776,61046.0,25000.0,69364.0,57600.0,179,NE,B-,112500.0,10151,Urban,large,"Creighton University is a private Jesuit university established upon a Gothic architectural-style campus in the heart of Omaha, Neb. One of only 28 Jesuit universities in the country, students at Creighton are guided by Jesuit principles throughout their time at the university. Creighton offers more than ​​140 academic programs, with popular fields of study in nursing, finance and biology. Students are encouraged to expand their academic pursuits through internships and study abroad programs, where 80% of Creighton undergraduates complete an internship or research project. More than 500 students study abroad, visiting more than 50 destinations each year. Creighton hosts more than 200 student organizations including fraternities and sororities, and 35% of Creighton undergraduates are involved in Greek Life. Creighton’s 14 Division I varsity sports compete in the Big East Conference. Bluejay traditions run deep, with events like the annual Skutt Shutdown, an interactive involvement fair that allows students to discover new hobbies, and meet other people who share similar interests. Notable Creighton alumni include NASA astronaut Michael P. Anderson and Baseball Hall of Famer Bob Gibson.",creighton-university,Private not-for-profit,Doctoral Universities: High Research Activity,11,30606115.0,100.0,100.0,54.8,78.6,54.8,64.3,59.5,45.2,61.9,59.87,32380.0
10010,cuny baruch college,new york,NY,11.0,12556.0,1310.0,0.5048,0.626541207008,13521.0,11512.0,70543.0,55000.0,74,NY,,132100.0,23839,Urban,large,"Baruch College is part of the City University of New York system. With its bustling location in Midtown Manhattan, students can build on the university's focus in business and innovation. Of the 29 undergraduate majors offered, finance, accounting, and marketing are among the most popular fields of study. Known for its unique vertical campus, Baruch is stacked with classrooms, performing arts centers, a student activity center, and a food court. Students can participate in more than 103 clubs and organizations. The student body’s diversity is reflective of New York City, with racial and ethnic minorities making up 68% of the undergraduate population. With more than 19,700 students enrolled, the school prides itself on educating one of the most diverse student populations in the United States. Notable alumni include fashion designer Ralph Lauren and the late Abraham Beame, former mayor of New York City.",cuny-baruch-college,Public,Master's Colleges & Universities: Larger Programs,19,23603573.0,100.0,100.0,53.3,55.0,56.7,61.7,58.3,33.3,53.3,53.09,2978.0
11210,cuny brooklyn college,brooklyn,NY,11.0,12729.0,1310.0,0.5366,0.485930408472,13573.0,11000.0,54349.0,43400.0,164,NY,,118600.0,19234,Urban,large,"Brooklyn College, part of the City University of New York public university system, uses its bustling NYC location as a living classroom. Founded in 1930, it was the first public coeducational liberal arts college in New York City. The classically-designed campus—home to over 15,000 students—sits on more than 30 acres with grassy quads and gardens. There are over 70 bachelor’s programs offered at the college. Business, psychology and accounting are by far the most popular majors. Undergraduate students may participate in research across all disciplines, and the college offers several fellowships and scholarship opportunities dedicated to student research. Outside of the classroom, more than 160 clubs and organizations exist on campus, including many professional and cultural organizations. The Brooklyn College Bulldogs compete at the Division III level, and the college’s basketball, cross country, and softball teams are particularly popular. Brooklyn College boasts an impressive network of notable alumni, which includes Senator Bernie Sanders, civil rights leader Rev. Al Sharpton, and Shirley Chisholm—the first Black woman elected to the United States Congress and the first African-American to run for president.",cuny-brooklyn-college,Public,Master's Colleges & Universities: Larger Programs,13,14370607.0,100.0,100.0,62.5,46.9,64.6,58.3,47.9,37.5,79.2,56.7,2943.0
10065,cuny hunter college,new york,NY,11.0,12766.0,1350.0,0.5405,0.463970811797,13310.0,11000.0,55766.0,45600.0,130,NY,,113100.0,28698,Urban,large,"One of the most selective members of the City University of New York system, Manhattan’s Hunter College sits just two blocks from Central Park. Hunter College offers more than 80 undergraduate degrees and has a tight-knit learning community, thanks to its 13:1 student-to-faculty ratio. Additional undergraduate opportunities are made available to students that include research, service, and study abroad initiatives. In June 2023, Hunter named Ann Kirschner as the college’s interim president, taking over from former president Jennifer J. Raab, who held the position for more than 20 years. Students can immerse themselves in vibrant NYC culture or participate in student clubs that range from academic to special interest organizations that appeal to Hunter’s different student personalities. In terms of athletics, The Hunter College Hawks fields 18 NCAA Division III sports teams. Hunter College alumni include actor Vin Diesel, operatic soprano Martina Arroyo, and Emmy award-winning actress Esther Rolle.",cuny-hunter-college,Public,Master's Colleges & Universities: Larger Programs,14,30090609.0,100.0,100.0,37.5,34.4,43.8,37.5,39.6,12.5,25.0,32.9,2446.0
11367,cuny queens college,queens,NY,11.0,12029.0,1210.0,0.6852,0.371024734982,13643.0,10298.0,55518.0,45400.0,199,NY,,114300.0,22378,Urban,large,"A member of the City University of New York system, Queens College is a large public college that reflects the cultural diversity of Queens, its home borough. The college offers 69 undergraduate programs, with the most popular including computer science, psychology, and accounting. Those in the Macaulay Honors College program are equipped with full tuition, a free laptop, and study-abroad opportunities. Students stem from all walks of life, with nearly a third of Queens College students born in another country. The college is federally designated as both a Hispanic-Serving Institution and an Asian American and Native American Pacific Islander-Serving Institution. Queens College has more than 100 clubs and organizations, along with several Greek organizations. The Knights play in the East Coast Conference at the Division II level. Queens College alumni include comedians Fran Drescher and Jerry Seinfeld, musician Paul Simon and actor and director Jon Favreau.",cuny-queens-college,Public,Master's Colleges & Universities: Larger Programs,14,16139355.0,100.0,100.0,48.6,58.3,55.6,69.4,65.3,56.9,56.9,58.71,3830.0
3755,dartmouth college,hanover,NH,33.0,19216.0,1533.0,0.0623,0.874739039666,83802.0,17500.0,97905.0,94000.0,16,NH,A,173300.0,7246,Rural,medium,"The prestigious Dartmouth College is an Ivy League research institution located in the Upper Valley of Hanover, New Hampshire. The university provides courses from over 40 academic departments and interdisciplinary programs, with the majority of classes having 20 or fewer students in a 7:1 student-to-faculty ratio. Dartmouth achieved a major milestone when it elected its first female president Sian Leah Beilock, who officially assumed the role in June 2023. The university is committed to teaching and research, with an endowment valued at $8.1 Billion in fiscal year 2022. Dartmouth encourages student involvement through clubs, activities, and societies. Athletic culture also thrives amongst students, with 75 percent of undergraduate students involved in sports. Whenever they aren’t cheering on the Big Green, students often take part in campus practices like its First-Year Trips, Dartmouth Night and Homecoming, and Dartmouth Powwow which celebrates Native cultures and history. Notable alumni from Dartmouth include television producer Shonda Rhimes, writer Theodor Geisel (Dr. Seuss), and television host Fred Rogers of Mr. Rogers’ Neighborhood.",dartmouth-college,Private not-for-profit,Doctoral Universities: Very High Research Activity,7,34261224.0,58.0,45.0,94.7,84.7,83.3,91.2,79.6,57.8,85.2,82.36,28619.0
60604,depaul university,chicago,IL,11.0,11807.0,1254.0,0.7353,0.629003558719,59467.0,23168.0,62341.0,52800.0,219,IL,C,126700.0,25050,Urban,large,"DePaul University is the nation’s largest Catholic school, with campuses in Chicago’s Lincoln Park and Loop neighborhoods. The Theatre School Conservatory offers 15 undergraduate majors and puts on hundreds of productions annually. Nearly 90% of incoming freshmen at DePaul receive a scholarship or aid. Incoming students are automatically considered for “Freshman Scholarships,” and additional opportunities exist for graduates of Catholic high schools and the Chicago public school system. A member of the Division I Big East Conference, Depaul’s 15 varsity sports teams compete as the Blue Demons. DePaul’s extensive programs have succeeded in producing leaders in the arts—actors Judy Greer and John C. Reilly are both alumni.",depaul-university,Private not-for-profit,Doctoral Universities: High Research Activity,17,72785824.0,99.0,99.0,71.3,68.1,71.3,61.1,70.4,55.6,64.8,66.09,29141.0
50311,drake university,des moines,IA,12.0,10201.0,1288.0,0.6413,0.614886731392,62407.0,23000.0,68149.0,61200.0,223,IA,C-,122300.0,5458,Urban,medium,"Drake University is a private university located in Des Moines, Iowa. The university offers more than 100 majors, including several 3+3 law programs that include a bachelor’s degree and a juris doctorate. The school enrolls about 5,000 students from 45 states and more than 40 countries. Drake also offers J-Term, a three-week long period between the fall and spring semesters when students can take part in a focused learning program in small groups, without any distractions from other coursework.  Drake hosts NCAA Division I athletics, more than 160 student organizations and Greek life. ",drake-university,Private not-for-profit,Doctoral/Professional Universities,10,24549851.0,100.0,100.0,46.7,55.0,48.3,45.0,56.7,41.7,43.3,48.1,30042.0
19104,drexel university,philadelphia,PA,11.0,12169.0,1337.0,0.7753,0.682054842069,75167.0,25325.0,79235.0,67400.0,146,PA,C-,132600.0,26386,Urban,large,"A private university in Philadelphia, Drexel University is driven by global research and innovation. The university, made up of more than 22,000 students, operates multiple campuses across the Philadelphia area and online. With over 200 degree programs from 15 colleges and schools, Drexel places special emphasis on technology, research and cooperative education programs. The Carnegie Classification recognized Drexel as an ""R1 Doctoral University—Very High Research Activity""—of which less than 150 schools hold the distinction. Drexel boasts a history of milestones achieved in technology alone, having been the first university to require entering students to have microcomputers, the first major university to have a fully wireless campus, and brought about the first mobile web portal service for students. Drexel’s co-op program has connected students to major companies like Google, Lockheed Martin and Johnson & Johnson. The university houses more than 300 student clubs and organizations and has over 35 Greek life chapters. The Dragons compete in 18 Division I sports within the Colonial Athletic Association. Classic Drexel events shape the Drexel student experience, including the University City 5K Run, the Drexel Drag Show and the Dragons After Dark events during late nights and weekends. ",drexel-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,9,95523039.0,100.0,100.0,74.6,61.8,71.9,35.1,42.1,39.5,41.2,52.31,38428.0
27708,duke university,durham,NC,11.0,18621.0,1539.0,0.0678,0.937165775401,82749.0,13000.0,95882.0,103200.0,20,NC,A+,158700.0,18357,Urban,large,"Duke University holds both academic and athletic merit for students enrolled at its campus in Durham, NC. Top majors at the university include computer science, economics, and public policy from Duke’s 10 schools & colleges. Graduate students vastly outnumber undergraduate students, accounting for more than half of the total student population in 2022. Beginning in Fall 2023, Duke announced that it would expand its financial assistance efforts by providing undergraduate students from North and South Carolina with full tuition coverage for families making less than $150,000. Just over half of Duke undergraduates pay less than the full cost of attendance and provide more than $130 million in grant aid every year. Equally noteworthy is the Duke’s Blue Devils athletics which represents top talent from Division I levels, including the NCAA and Atlantic Coast Conference. Tradition has it that students camp outside of Cameron Indoor Stadium to secure seats to men's basketball games in tents on an encampment known as “K-ville.” Notable Duke alumni include former U.S. President Richard Nixon, Apple CEO Tim Cook, and billionaire philanthropist Melinda French Gates.",duke-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,6,42566173.0,57.0,42.0,89.5,71.4,87.8,58.0,66.7,55.1,82.7,73.03,34454.0
